24
7197
240 1 0 0 0 0.2 0 0 0 0 5 0 7 0 0 2 0 0 1 0 0 0 0 0 3
240 1 0 0 0 0 0 0 0.3 0 6 0 10 0 1 3 0 1 0 0 0 0 0 0 1
254 1 0 32 0 3 0 0 0 0 80 6 12 0 47 34 12 6 1 4 2 0 0 0 3
3 1 0.04 0 0 0 0 0 0 0 11 0 0 0 0 3 0 0 0 0 0 0 0 0 1
3 1 0.05 0 0 0 0 0 0 0 15 0 10 0 0 5 0 0 0 0 0 0 0 0 1
3 1 0 0.2 0 0 0 0 0 0 8 0 0 0 0 3 0 0 0 0 0 0 0 0 1
3 1 20 0 0 80 0 0 0 0 18 0 7 0 0 7 0 0 0 0 0 0 0 0 1
3 1 0 0 0 2 0 0 0 0 38 0 14 0 6 17 0 1 3 0 1 0 0 0 3
3 1 0 5 0 0 0 0 0 0 22 0 12 0 4 6 0 1 1 0 0 0 0 0 1
3 1 2 0 0 0 0 0 0 0 16 0 10 0 0 6 0 0 0 0 0 0 0 0 3
5 1 0 0.2 0 0 0 0 0 0 4 0 8 0 0 2 0 0 0 0 0 0 0 0 1
6 1 0 3 0 0 0 0 0 0 8 0 11 0 0 4 0 0 0 1 0 0 0 0 4
7 1 0 0.5 0 0 0 0 0 0 6 0 0 0 0 2 0 0 0 0 0 0 0 0 1
7 1 0 1 0 0 0 0 0 0 7 0 0 0 0 2 0 0 0 0 0 0 0 0 1
7 1 10 0 0 0 0 0 0 0 30 5 0 0 0 14 0 0 0 1 0 0 0 0 3
7 1 170 0 0 0 0 0 0 0 29 12 0 0 6 14 0 0 0 2 2 0 0 0 4
7 1 0.15 0 0 0 0 0 0 0 10 0 0 0 2 4 0 0 0 0 0 0 0 0 3
7 1 10 0 0 0 0 0 0 0 36 6 0 0 6 16 0 0 0 1 0 0 0 0 4
9 1 0.1 0 0 0 0 0 0 0 7 0 0 0 0 4 0 0 0 0 0 0 0 0 1
9 1 0 1.5 0 0 0 0 0 0 12 0 1 0 2 5 0 1 0 0 0 0 0 0 3
9 1 0 1 0 6 0 0 0 0 19 0 1 0 2 9 0 1 0 1 0 0 0 0 3
9 1 0 0.5 0 0 0 0 0 0 9 0 0 0 2 4 0 1 0 0 0 0 0 0 1
11 1 1 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 1
11 1 0 0 0 10 0 0 0 0 12 0 0 0 1 6 0 1 0 0 0 0 0 0 1
11 1 20 0 0 40 0 20 0 0 19 0 0 0 1 9 0 1 2 1 0 0 0 0 1
11 1 0.5 0 0 0 0 0 0 0 11 0 0 0 1 6 0 1 0 0 0 0 0 0 3
11 1 5 0 0 0 0 0 0 0 9 0 0 0 1 6 0 1 1 0 0 0 0 0 3
10 1 0 2 0 0 0 0 0 0 10 8 0 0 0 9 0 0 0 0 0 0 0 0 3
10 1 0 0 0 10 0 0 0 0 24 10 0 0 0 13 0 0 0 0 0 0 1 0 3
12 1 0 0 0 0 0 40 0 0 18 0 0 0 0 9 0 3 2 0 0 0 0 0 3
12 1 2 8 0 0 0 0 0 0 26 1 0 0 1 15 0 0 0 0 0 0 0 0 3
12 1 2 0 0 0 0 0 0 0 32 1 0 0 0 16 0 1 0 1 0 2 0 0 3
13 1 0 0 0 0.3 0 0 0 0 4 0 0 0 0 2 0 0 0 0 0 0 0 0 1
