26
5491
240 1 0 0.2 0 0.3 0 0 0 0 15 0 0 0 0 7 0 1 0 0 0 0 0 0 0 0 1
240 1 0 191 0 0 0 0 0 0 63 40 32 0 3 28 0 5 0 0 0 0 0 0 0 0 4
240 1 0 2000 0 0 0 0 0 0 15 0 6 0 0 7 0 0 0 0 0 0 0 0 0 0 1
3 1 0 0.5 0 0 0 0 0 0 15 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 1
5 1 0 0.1 0 0 0 0 0 0 8 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1
5 1 0 0.1 0 0 0 0 0 0 8 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1
5 1 0 0 0 0.1 0 0 0 0 7 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1
5 1 0 0 0 0.1 0 0 0 0 4 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1
5 1 0 0.2 0 0 0 0 0 0 18 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 1
5 1 0 0.05 0 0 0 0 0 0 7 0 2 0 2 2 1 0 0 0 0 0 0 0 0 0 1
6 1 0 0 0 1 0 4 0 0 9 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 3
6 1 0 30 0 0 0 0 0 0 54 36 30 0 6 16 0 3 0 0 0 2 0 0 3 0 3
6 1 0 1.5 0 0 0 0 0 0 12 0 24 0 0 4 0 0 0 0 0 0 0 0 0 0 1
7 1 0 61000 0 0 0 0 0 0 209 86 0 80 0 108 0 32 10 3 2 5 0 0 15 9 4
9 1 0.1 0.1 0 0 0 0 0 0 8 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 1
10 1 0 3 0 0 0 0 0 0 18 10 1 0 8 5 0 1 0 0 0 0 0 0 0 0 3
12 1 0 0 0 40 0 0 0 0 20 16 0 0 0 11 5 0 0 0 0 0 0 0 0 0 3
12 1 5 0 0 5 0 0 0 0 19 7 0 0 0 11 0 0 0 0 0 0 0 0 0 0 1
13 1 0 17 0 0 0 0 0 0 45 2 0 0 1 11 0 1 0 0 0 2 0 0 0 0 3
13 1 0.1 0 0 0 0 0 0 0 14 10 0 0 0 5 5 0 0 2 0 0 0 0 0 0 3
13 1 0 0 0 2500 0 2500 0 0 13 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 1
14 1 0 2 0 0 0 0 0 0 6 6 0 0 0 3 3 0 0 0 0 0 0 0 0 0 3
14 1 0 3 0 0 0 0 0 0 20 20 0 0 2 7 0 0 0 0 0 0 0 0 2 0 3
14 1 0.1 0 0 0 0 0 0 0 7 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1
14 1 0.05 0 0 0 0 0 0 0 5 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1
15 1 0.05 0 0 0 0 0 0 0 6 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1
15 1 0 0 0 0 0 0 0.1 0 6 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1
15 10 0 0 0 10 0 0 0 0 2 0 7 0 0 3 0 0 0 0 0 0 0 0 0 0 1
15 1 0 0 0 0 0 6 0 0 10 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 1
15 10 0 0 0 10 0 0 0 0 0 0 6 0 0 4 0 0 0 0 0 0 0 0 0 0 1
15 1 0.4 0 0 0 0 0 0 0 8 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 1
15 1 0 0 0 0 0 0.45 0.05 0 3 0 0 0 6 1 0 0 0 0 0 0 0 0 0 0 1
15 1 0 0.1 0 0 0 0 0 0 3 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 1
15 10 0 1.5 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 1
15 1 0 0 0 0.3 0 0 0 0 7 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1
15 10 0 0 0 3 0 0 0 0 2 0 6 0 0 2 0 0 0 0 0 0 0 0 0 0 1
15 1 0 2 0 0 0 0 0 0 14 0 1 0 3 6 1 1 0 1 0 0 0 0 0 0 3
15 1 0 0 0 3 0 0 0 0 13 0 0 0 10 4 5 0 0 0 0 0 0 0 0 0 1
