26
6556
240 1 0 3 0 1 0 17 0.9 0 28 22 15 0 9 15 9 2 1 0 0 0 0 0 2 0 4
240 1 0 20 0 0 0 0 0 0 30 24 29 0 5 15 0 0 0 0 0 0 0 0 0 0 3
271 1 0 4 0 0 0 0 0 0 62 15 0 0 0 23 23 2 0 3 0 2 0 0 0 0 3
3 1 0.1 0 0 0 0 0 0 0 20 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 1
3 1 0 0.5 0 0 0 0 0 0 18 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 1
3 1 0 0.5 0 0 0 0 0 0 15 4 6 0 1 5 0 0 0 0 0 0 0 0 0 0 3
3 1 0 0 0 102 0 0 0 0 14 0 21 0 0 15 6 0 0 0 0 0 0 0 0 0 3
5 1 0 0.01 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
5 1 0 0 0 3 0 0 0 0 16 0 8 0 0 5 0 0 0 0 0 0 0 0 0 0 1
5 1 0 0.07 0 0 0 0 0 0 6 0 6 0 0 2 0 0 0 0 0 0 0 0 0 0 1
5 1 0 3000 0 1312 0 0 0 0 145 0 75 0 0 71 10 0 2 9 2 7 0 0 0 0 4
5 1 0 0 0 1 0 0 0 0 17 0 0 0 10 6 0 0 0 0 0 0 0 0 0 0 1
5 1 0 4 0 0 0 0 0 0 42 0 1 0 17 10 0 4 0 0 0 0 0 0 0 0 3
6 1 0 0 0 1000 0 9000 0 0 38 2 40 0 0 13 0 0 0 1 0 0 0 0 0 0 4
9 1 0 1 0 0 0 0 0 0 6 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 1
9 1 0 5 0 0 0 0 0 0 28 0 0 0 1 13 0 0 0 0 0 2 0 0 0 0 3
9 1 0 15 0 0 0 0 0 0 20 0 1 0 7 7 1 3 0 0 0 0 0 0 0 0 3
9 1 0 100 0 0 0 0 0 0 33 0 3 4 12 14 0 2 0 0 0 0 0 0 1 6 4
9 1 0 20 0 0 0 0 0 0 9 0 0 0 0 4 0 2 0 0 0 0 0 0 0 6 3
9 1 0 0.04 0 0 0 0 0 0 7 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 1
9 1 0 3 0 0 0 0 0 0 15 18 2 6 2 9 0 2 0 0 0 0 0 0 1 0 3
12 1 0 20 0 10 0 0 0 0 17 16 0 0 0 7 0 0 0 1 0 0 0 0 0 0 1
12 1 0 800 0 0 0 0 0 0 47 23 0 0 0 23 0 4 0 4 1 2 0 0 3 4 4
13 1 0 0 0 4 0 0 0 0 10 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 1
13 1 0 0 0 0 0 0.2 0 0 4 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1
13 1 0 5 0 0 0 0 0 0 9 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 1
13 1 0 0 0 5 0 0 0 0 10 0 0 0 1 5 2 1 0 0 0 0 0 0 0 0 3
13 1 0 1.5 0 0 0 0 0 0 2 9 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3
13 1 0 0.05 0 0 0 0 0 0 6 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1
13 1 0 2 0 0 0 0 0 0 25 20 0 0 0 13 0 0 0 0 0 0 0 0 0 0 3
13 1 0 0 0 0.1 0 0.4 0 0 5 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1
13 1 0 0 0 0 0 2 0 0 8 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 1
13 1 10 0 0 0 0 3 0 0 34 10 0 0 0 18 0 0 0 0 0 0 0 0 0 0 3
