@Relation test

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE x14 NUMERIC
@ATTRIBUTE x15 NUMERIC
@ATTRIBUTE x16 NUMERIC
@ATTRIBUTE x17 NUMERIC
@ATTRIBUTE x18 NUMERIC
@ATTRIBUTE x19 NUMERIC
@ATTRIBUTE x20 NUMERIC
@ATTRIBUTE x21 NUMERIC
@ATTRIBUTE x22 NUMERIC
@ATTRIBUTE x23 NUMERIC
@ATTRIBUTE x24 NUMERIC
@ATTRIBUTE x25 NUMERIC
@ATTRIBUTE x26 NUMERIC
@ATTRIBUTE x27 NUMERIC
@ATTRIBUTE x28 NUMERIC
@ATTRIBUTE x29 NUMERIC
@ATTRIBUTE x30 NUMERIC
@ATTRIBUTE x31 NUMERIC
@ATTRIBUTE x32 NUMERIC
@ATTRIBUTE x33 NUMERIC
@ATTRIBUTE x34 NUMERIC
@ATTRIBUTE x35 NUMERIC
@ATTRIBUTE x36 NUMERIC
@ATTRIBUTE x37 NUMERIC
@ATTRIBUTE x38 NUMERIC
@ATTRIBUTE x39 NUMERIC
@ATTRIBUTE x40 NUMERIC
@ATTRIBUTE x41 NUMERIC
@ATTRIBUTE x42 NUMERIC
@ATTRIBUTE x43 NUMERIC
@ATTRIBUTE x44 NUMERIC
@ATTRIBUTE x45 NUMERIC
@ATTRIBUTE x46 NUMERIC
@ATTRIBUTE x47 NUMERIC
@ATTRIBUTE x48 NUMERIC
@ATTRIBUTE x49 NUMERIC
@ATTRIBUTE x50 NUMERIC
@ATTRIBUTE x51 NUMERIC
@ATTRIBUTE x52 NUMERIC
@ATTRIBUTE x53 NUMERIC
@ATTRIBUTE x54 NUMERIC
@ATTRIBUTE class {2.00,1.00,0.00}

@DATA
99.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.709750,22.751320,24.907499,62.708191,17.307501,0.000000,0.000000,1.000000,0.010873,1.174552,3.826853,4.213692,311.185822,70.016808,53290.593750,47590.792969,24.907499,60.178246,16.657499,0.000000,0.000000,0.000000,0.015571,1.254297,4.198285,2.811690,300.963684,50.194473,53290.593750,47590.792969,0.00
105.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,2.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.116580,22.742290,13.597000,87.713181,11.597000,0.000000,2.000000,77.000000,0.000174,0.191550,10.009036,17.555307,127.694305,118.141510,37115.605469,22352.312500,13.047000,89.423889,11.347000,0.000000,3.000000,85.000000,0.000000,0.159081,6.989936,14.264361,145.491425,132.954590,37115.605469,22352.312500,0.00
94.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.086916,20.921785,21.398500,27.933434,2.098500,0.000000,3.000000,92.000000,0.495418,1.837905,5.400000,7.920000,180.000000,180.000000,45702.429688,40442.378906,22.148500,31.278740,4.348500,0.000000,3.000000,98.000000,0.478709,1.834530,7.704336,10.188700,217.405426,212.005341,45702.429688,40442.378906,0.00
35.000000,2.000000,0.000000,0.000000,0.000000,0.050000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,41.591100,26.346940,9.714999,38.003181,-3.935000,0.000000,0.000000,0.000000,0.084539,0.748219,15.192682,30.466295,323.673065,324.619659,37666.984375,34239.101562,9.714999,38.003181,-3.935000,0.000000,0.000000,0.000000,0.084539,0.748219,15.192682,30.466295,323.673065,324.619659,37666.984375,34239.101562,0.00
61.000000,3.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.798790,22.377370,9.782500,68.366699,4.232500,0.000000,0.000000,0.000000,0.161924,0.383514,11.525623,15.408671,141.340164,142.594574,38591.328125,34731.578125,9.782500,68.366699,4.232500,0.000000,0.000000,0.000000,0.161924,0.383514,11.525623,15.408671,141.340164,142.594574,38591.328125,34731.578125,0.00
118.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.475390,22.080110,26.033499,51.391270,15.233500,0.000000,0.000000,14.000000,0.101374,1.636950,10.823973,23.936617,266.186005,257.845062,53170.273438,47336.812500,23.983500,59.011154,15.483500,0.000000,0.000000,17.000000,0.038958,1.221803,7.386582,12.979984,313.025085,273.179779,53170.273438,47336.812500,0.00
135.000000,7.000000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.835060,21.450240,18.355999,73.838043,13.606000,0.000000,0.000000,5.000000,0.033010,0.552458,5.315336,6.989935,151.699341,168.111359,41736.835938,38439.535156,17.705999,70.650909,12.306000,0.000000,0.000000,12.000000,0.010555,0.595026,5.991594,7.172949,147.264786,197.525665,41736.835938,38439.535156,0.00
136.000000,7.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.960830,21.325570,29.601500,31.028383,10.701500,0.000000,0.000000,4.000000,0.699744,2.860147,14.707222,18.388212,248.458954,246.948669,51204.234375,46282.546875,26.801500,39.153934,11.751500,0.000000,0.000000,0.000000,0.422993,2.144284,17.015474,21.031521,173.927643,173.118378,51204.234375,46282.546875,0.00
154.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36.622764,22.473158,12.261500,97.080811,11.811500,0.000000,2.000000,64.000000,0.000000,0.041707,7.993297,10.483357,54.162270,74.054535,40482.523438,37220.718750,11.961500,94.536781,11.111500,0.000000,2.000000,51.000000,0.000000,0.076532,13.397612,16.870138,30.699654,50.194473,40482.523438,37220.718750,0.00
185.000000,9.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.803920,23.420560,17.581999,41.029934,4.182000,0.000000,0.000000,0.000000,0.458808,1.186625,12.727921,16.323528,44.999897,41.423569,44323.410156,39874.402344,10.182000,60.737652,2.932000,0.000000,1.000000,47.000000,0.014862,0.488902,5.904439,8.587338,37.568665,33.023872,44323.410156,39874.402344,0.00
