@Relation test

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE x14 NUMERIC
@ATTRIBUTE x15 NUMERIC
@ATTRIBUTE x16 NUMERIC
@ATTRIBUTE x17 NUMERIC
@ATTRIBUTE x18 NUMERIC
@ATTRIBUTE x19 NUMERIC
@ATTRIBUTE x20 NUMERIC
@ATTRIBUTE x21 NUMERIC
@ATTRIBUTE x22 NUMERIC
@ATTRIBUTE x23 NUMERIC
@ATTRIBUTE x24 NUMERIC
@ATTRIBUTE x25 NUMERIC
@ATTRIBUTE x26 NUMERIC
@ATTRIBUTE x27 NUMERIC
@ATTRIBUTE x28 NUMERIC
@ATTRIBUTE x29 NUMERIC
@ATTRIBUTE x30 NUMERIC
@ATTRIBUTE x31 NUMERIC
@ATTRIBUTE x32 NUMERIC
@ATTRIBUTE x33 NUMERIC
@ATTRIBUTE x34 NUMERIC
@ATTRIBUTE x35 NUMERIC
@ATTRIBUTE x36 NUMERIC
@ATTRIBUTE x37 NUMERIC
@ATTRIBUTE x38 NUMERIC
@ATTRIBUTE x39 NUMERIC
@ATTRIBUTE x40 NUMERIC
@ATTRIBUTE x41 NUMERIC
@ATTRIBUTE x42 NUMERIC
@ATTRIBUTE x43 NUMERIC
@ATTRIBUTE x44 NUMERIC
@ATTRIBUTE x45 NUMERIC
@ATTRIBUTE x46 NUMERIC
@ATTRIBUTE x47 NUMERIC
@ATTRIBUTE x48 NUMERIC
@ATTRIBUTE x49 NUMERIC
@ATTRIBUTE x50 NUMERIC
@ATTRIBUTE x51 NUMERIC
@ATTRIBUTE x52 NUMERIC
@ATTRIBUTE x53 NUMERIC
@ATTRIBUTE x54 NUMERIC
@ATTRIBUTE x55 NUMERIC
@ATTRIBUTE class {2.00,1.00,0.00}

@DATA
70.000000,4.000000,20.000000,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.413740,21.272030,4.609500,79.452324,1.359500,0.000000,2.000000,66.000000,0.000000,0.174873,5.447788,7.289445,277.594543,237.094757,38915.390625,35154.265625,4.609500,79.452324,1.359500,0.000000,2.000000,66.000000,0.000000,0.174873,5.447788,7.289445,277.594543,237.094757,38915.390625,35154.265625,0.00
16.000000,2.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.998670,25.591720,18.320501,31.181223,0.970500,0.000000,0.000000,0.000000,0.328516,1.450639,18.218275,24.696102,37.775745,36.702953,39503.738281,35947.351562,17.770500,33.218559,1.370500,0.000000,0.000000,0.000000,0.250221,1.359916,17.848160,24.993437,41.729427,41.496380,39503.738281,35947.351562,0.00
123.000000,7.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,9.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.675130,21.443940,26.747499,55.488644,17.097500,0.000000,0.000000,8.000000,0.394782,1.563130,14.799459,19.134262,265.815155,265.684052,51605.722656,46952.101562,25.997499,59.672783,17.547501,0.000000,1.000000,23.000000,0.268684,1.354951,14.400000,19.080000,270.000000,270.000000,51605.722656,46952.101562,0.00
196.000000,12.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.137100,25.297450,19.653000,49.533585,8.803000,0.000000,1.000000,22.000000,0.336423,1.155653,24.648829,35.463196,353.290253,354.173737,40276.906250,36000.000000,17.903000,59.301193,9.853001,0.000000,1.000000,44.000000,0.150953,0.835515,22.608458,34.518726,350.837708,352.208008,40276.906250,36000.000000,0.00
146.000000,8.000000,30.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.512127,22.580796,8.544499,66.912292,2.744500,0.000000,3.000000,98.000000,0.094929,0.369072,7.928177,11.246759,50.527569,50.194473,42202.492188,28632.236328,6.444500,85.234772,4.144500,0.000000,3.000000,87.000000,0.000000,0.142710,4.582052,7.386582,44.999897,46.974930,42202.492188,28632.236328,0.00
40.000000,3.000000,40.000000,0.000000,10.000000,0.000000,0.000000,0.000000,10.000000,40.000000,0.000000,13.000000,8.000000,0.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.434838,23.083129,26.561501,47.092018,14.361500,0.000000,0.000000,5.000000,0.488277,1.838146,10.966713,13.441071,246.801376,262.304047,53450.585938,48159.324219,24.961500,60.766373,16.861500,0.000000,1.000000,20.000000,0.045247,1.239733,5.040000,10.972620,270.000000,311.009003,53450.585938,48159.324219,0.00
94.000000,6.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.891175,22.209922,29.077501,46.271416,16.377501,0.200000,51.000000,81.000000,0.360367,2.161058,3.758510,4.896529,163.300674,162.897186,50712.375000,39679.375000,29.077501,46.271416,16.377501,0.200000,51.000000,81.000000,0.360367,2.161058,3.758510,4.896529,163.300674,162.897186,50712.375000,39679.375000,0.00
64.000000,4.000000,20.000000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.284940,21.363630,12.672999,55.238338,3.923000,0.000000,0.000000,0.000000,0.206666,0.657168,4.802999,7.280550,257.005371,261.469330,33471.796875,29722.691406,4.073000,79.372391,0.823000,0.000000,0.000000,0.000000,0.000000,0.169081,5.091168,9.227524,261.869995,249.443878,33471.796875,29722.691406,0.00
135.000000,8.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.054620,21.893200,21.957500,87.886734,19.857500,0.000000,0.000000,0.000000,0.000000,0.319356,5.001280,2.968636,59.743652,104.036270,47124.191406,43621.933594,21.807501,88.420563,19.807501,0.000000,0.000000,0.000000,0.000000,0.302505,6.130579,2.902413,49.763710,60.255207,47124.191406,43621.933594,0.00
92.000000,6.000000,40.000000,0.000000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.267349,22.420563,28.919500,20.733341,4.219500,0.000000,0.000000,0.000000,0.700965,3.161169,16.075521,20.523157,55.954018,52.124958,53475.593750,48902.781250,27.219501,26.306736,6.219500,0.000000,0.000000,0.000000,0.198971,2.662097,8.759178,11.885453,99.462250,91.735672,53475.593750,48902.781250,0.00
121.000000,7.000000,40.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,18.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,2.000000,0.000000,38.531750,21.826000,25.052500,42.156315,11.302500,0.000000,1.000000,46.000000,0.161778,1.838353,6.214563,8.121970,280.007904,282.804260,47180.878906,43416.179688,22.402500,49.120369,11.202500,0.000000,0.000000,5.000000,0.359218,1.379005,5.315336,6.608722,241.699341,240.642334,46897.671875,41363.589844,1.00
50.000000,3.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.993020,22.874330,24.461500,61.623482,16.611500,0.000000,2.000000,52.000000,0.277480,1.177045,9.346143,12.313893,195.642303,195.255173,45297.148438,37843.429688,24.061501,64.128738,16.861500,0.000000,1.000000,43.000000,0.158711,1.074163,7.636753,10.594036,188.130020,189.782333,45297.148438,37843.429688,0.00
147.000000,8.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,14.000000,0.000000,6.000000,0.000000,4.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.814400,22.943520,28.042000,33.829350,10.642000,0.000000,0.000000,15.000000,0.330253,2.507383,1.800000,2.414953,323.130005,333.435028,53108.085938,47776.289062,23.892000,59.178898,15.442000,0.000000,0.000000,6.000000,0.021648,1.210146,5.154415,7.862518,155.224884,164.054535,53108.085938,47776.289062,0.00
214.000000,12.000000,30.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.755526,19.766708,14.237000,66.741142,8.137000,0.000000,0.000000,0.000000,0.268419,0.540538,9.885262,10.308831,259.508575,257.905243,42566.464844,38895.867188,13.987000,68.061409,8.187000,0.000000,0.000000,0.000000,0.184326,0.510748,9.726665,10.446206,272.121033,271.974884,42566.464844,38895.867188,0.00
84.000000,5.000000,40.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.656810,20.346260,25.049000,41.738445,11.149000,0.000000,0.000000,0.000000,0.350370,1.851263,9.779817,13.910169,276.340088,280.437408,48213.609375,44695.000000,19.449001,67.602707,13.299000,0.000000,0.000000,0.000000,0.008572,0.732388,4.829907,9.726664,333.435028,321.009003,48213.609375,44695.000000,0.00
60.000000,3.000000,40.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.278590,22.373390,30.192499,52.948231,19.542500,0.000000,0.000000,15.000000,0.695668,2.017266,4.553679,5.014219,108.435043,111.037582,52614.277344,47636.957031,30.392500,52.182175,19.492500,0.000000,0.000000,15.000000,0.610785,2.073705,7.091177,8.854829,113.962494,116.564987,52614.277344,47636.957031,0.00
149.000000,8.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.957623,22.775785,27.467501,38.954578,12.267500,0.000000,1.000000,26.000000,0.461814,2.236806,18.532135,24.315327,299.054504,295.426819,53255.011719,48330.242188,26.567499,41.475765,12.417500,0.000000,0.000000,13.000000,0.339841,2.034222,18.356470,24.535526,295.559906,292.425903,53255.011719,48330.242188,0.00
