@Relation test

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE x14 NUMERIC
@ATTRIBUTE x15 NUMERIC
@ATTRIBUTE x16 NUMERIC
@ATTRIBUTE x17 NUMERIC
@ATTRIBUTE x18 NUMERIC
@ATTRIBUTE x19 NUMERIC
@ATTRIBUTE x20 NUMERIC
@ATTRIBUTE x21 NUMERIC
@ATTRIBUTE x22 NUMERIC
@ATTRIBUTE x23 NUMERIC
@ATTRIBUTE x24 NUMERIC
@ATTRIBUTE x25 NUMERIC
@ATTRIBUTE x26 NUMERIC
@ATTRIBUTE x27 NUMERIC
@ATTRIBUTE x28 NUMERIC
@ATTRIBUTE x29 NUMERIC
@ATTRIBUTE x30 NUMERIC
@ATTRIBUTE x31 NUMERIC
@ATTRIBUTE x32 NUMERIC
@ATTRIBUTE x33 NUMERIC
@ATTRIBUTE x34 NUMERIC
@ATTRIBUTE x35 NUMERIC
@ATTRIBUTE x36 NUMERIC
@ATTRIBUTE x37 NUMERIC
@ATTRIBUTE x38 NUMERIC
@ATTRIBUTE x39 NUMERIC
@ATTRIBUTE x40 NUMERIC
@ATTRIBUTE x41 NUMERIC
@ATTRIBUTE x42 NUMERIC
@ATTRIBUTE x43 NUMERIC
@ATTRIBUTE x44 NUMERIC
@ATTRIBUTE x45 NUMERIC
@ATTRIBUTE x46 NUMERIC
@ATTRIBUTE x47 NUMERIC
@ATTRIBUTE x48 NUMERIC
@ATTRIBUTE x49 NUMERIC
@ATTRIBUTE x50 NUMERIC
@ATTRIBUTE x51 NUMERIC
@ATTRIBUTE x52 NUMERIC
@ATTRIBUTE x53 NUMERIC
@ATTRIBUTE x54 NUMERIC
@ATTRIBUTE class {2.00,1.00,0.00}

@DATA
67.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,3.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.000000,22.000000,12.524000,63.025307,5.674000,0.000000,1.000000,41.000000,0.219878,0.537554,4.693825,5.692100,85.601379,71.564964,36323.847656,31997.525391,12.573999,61.739780,5.424000,0.000000,2.000000,58.000000,0.175642,0.558072,4.334974,5.052841,94.763557,85.914467,36323.847656,31997.525391,0.00
55.000000,3.000000,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.325035,23.909644,19.591499,42.183422,6.391500,0.000000,0.000000,0.000000,0.358411,1.319042,7.208994,8.311245,182.862350,184.969650,38540.992188,35162.031250,19.591499,49.852524,8.841499,0.000000,0.000000,0.000000,0.201535,1.143977,11.885453,16.199999,178.264328,180.000000,38540.992188,35162.031250,0.00
101.000000,6.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.674630,22.476629,16.841999,33.669884,0.742000,0.000000,2.000000,63.000000,0.272733,1.273830,6.638072,8.640000,347.471191,360.000000,36019.824219,31814.365234,17.642000,28.814581,-0.708000,0.000000,0.000000,13.000000,0.278778,1.437949,8.209263,10.739832,37.875053,39.559639,36019.824219,31814.365234,0.00
116.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.237360,22.085850,23.549999,43.298927,10.350000,0.000000,0.000000,10.000000,0.061598,1.647204,7.568566,11.440978,182.726257,192.724350,44879.574219,39955.578125,21.700001,60.008801,13.600000,0.000000,0.000000,7.000000,0.022436,1.038392,5.495161,10.182337,211.607452,278.130005,44879.574219,39955.578125,0.00
74.000000,4.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.801400,21.484950,13.085000,38.720951,-0.665000,0.500000,53.000000,52.000000,0.239915,0.924255,7.289445,9.220499,327.094757,308.659821,42701.238281,38743.937500,6.135000,67.839874,0.635000,0.000000,0.000000,7.000000,0.007036,0.304275,6.130579,8.707237,266.633606,299.744781,42701.238281,38743.937500,0.00
48.000000,3.000000,0.000000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,18.000000,0.000000,0.000000,0.000000,0.000000,9.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.893120,23.566770,26.653000,40.157948,12.003000,0.000000,0.000000,0.000000,0.568964,2.090558,15.509274,21.129885,158.198532,156.929565,50669.589844,46585.968750,19.702999,62.550510,12.353000,0.000000,0.000000,18.000000,0.050138,0.860089,6.519877,11.090103,173.659897,166.865967,50669.589844,46585.968750,0.00
66.000000,3.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,7.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.594230,22.463350,30.719501,42.619774,16.569500,0.000000,1.000000,37.000000,0.353024,2.535854,13.608762,18.289274,142.523743,143.806702,48214.960938,44959.707031,27.719501,54.342518,17.669500,0.000000,1.000000,35.000000,0.128429,1.697146,12.387348,21.897945,144.462234,152.592514,48214.960938,44959.707031,0.00
225.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.308259,25.565554,15.026999,78.289688,11.276999,0.000000,1.000000,20.000000,0.037282,0.371232,20.730501,32.110706,290.323212,289.653900,46185.613281,40634.796875,14.776999,77.992981,10.977000,0.000000,0.000000,1.000000,0.040679,0.370308,22.553936,35.069984,278.259338,275.300842,46185.613281,40634.796875,0.00
160.000000,8.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.037860,22.491580,17.945499,86.698769,15.695500,0.400000,51.000000,99.000000,0.060456,0.273705,4.024922,7.729527,79.695213,117.758453,51722.046875,34117.933594,15.745501,93.177933,14.645500,0.600000,53.000000,100.000000,0.000000,0.122126,3.671294,9.085988,168.690109,123.690102,51722.046875,34117.933594,1.00
123.000000,7.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.929918,21.578682,20.788500,49.011959,9.688499,0.000000,3.000000,98.000000,0.324669,1.252315,3.893995,5.116561,303.690094,309.289368,37915.601562,33266.546875,20.438499,64.373726,13.488500,0.000000,3.000000,98.000000,0.101060,0.856203,10.630672,18.430452,241.699341,257.592590,37915.601562,33266.546875,0.00
144.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.255660,21.998580,30.747999,60.944218,22.348000,0.000000,0.000000,13.000000,0.539154,1.728005,7.100310,9.199390,210.465469,210.579147,52817.601562,47519.960938,30.147999,63.266869,22.397999,0.000000,0.000000,8.000000,0.481740,1.570464,7.421590,9.957108,219.093842,220.601212,52817.601562,47519.960938,0.00
148.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.113340,22.452790,28.009501,53.903679,17.809500,0.000000,1.000000,27.000000,0.348230,1.742625,8.788720,12.287555,325.007904,328.172577,50767.210938,46777.968750,27.909500,55.425285,18.159500,0.000000,0.000000,19.000000,0.237343,1.675278,8.287822,11.983188,325.619598,327.264771,50767.210938,46777.968750,0.00
136.000000,7.000000,0.000000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.960830,21.325570,17.901501,49.563232,7.201500,0.000000,3.000000,94.000000,0.148442,1.035436,28.916763,49.524540,161.113815,160.906418,43227.308594,16310.946289,17.901501,49.563232,7.201500,0.000000,3.000000,94.000000,0.148442,1.035436,28.916763,49.524540,161.113815,160.906418,43227.308594,16310.946289,0.00
134.000000,7.000000,0.000000,0.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.533765,21.598445,16.773001,54.967602,7.673000,0.000000,0.000000,1.000000,0.411124,0.860920,14.759999,19.493261,270.000000,274.236328,45401.839844,35974.972656,16.023001,60.259289,8.323000,0.000000,0.000000,6.000000,0.339584,0.724362,21.626984,29.660152,272.862335,275.572113,45401.839844,35974.972656,0.00
118.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.475390,22.080110,26.383499,60.139412,18.033499,0.000000,0.000000,11.000000,0.067677,1.370060,11.457958,21.485697,43.727051,58.707020,53458.351562,48130.773438,26.383499,60.139412,18.033499,0.000000,0.000000,11.000000,0.067677,1.370060,11.457958,21.485697,43.727051,58.707020,53458.351562,48130.773438,0.00
121.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.268458,21.769578,27.024000,49.388329,15.524000,0.000000,1.000000,40.000000,0.357897,1.806629,10.188700,13.783817,212.005341,220.763519,53259.125000,47334.996094,27.024000,49.388329,15.524000,0.000000,1.000000,40.000000,0.357897,1.806629,10.188700,13.783817,212.005341,220.763519,53259.125000,47334.996094,0.00
101.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.573694,22.593788,14.194500,71.643684,9.144500,0.000000,2.000000,75.000000,0.017750,0.459579,8.496305,18.861387,126.384445,103.240532,37310.652344,26169.296875,12.294500,82.193771,9.344500,0.000000,0.000000,19.000000,0.000000,0.254979,6.569383,11.592894,170.537750,126.158279,37310.652344,26169.296875,0.00
232.000000,13.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.000000,22.000000,27.323999,39.171200,12.224000,0.000000,3.000000,92.000000,0.501437,2.210259,6.193674,8.049845,125.537766,116.564987,49200.640625,40422.554688,20.823999,63.419338,13.624000,0.100000,51.000000,22.000000,0.033504,0.900232,2.902413,3.319036,299.744781,282.528809,49200.640625,40422.554688,1.00
