0.00177936 1
0.00355872 1
0.00533808 1
0.00711744 1
0.0088968 1
0.0106762 1
0.0124555 1
0.0142349 1
0.0160142 1
0.0160142 0.9
0.0177936 0.909091
0.019573 0.916667
0.019573 0.846154
0.0213523 0.857143
0.0231317 0.866667
0.024911 0.875
0.0266904 0.882353
0.0284698 0.888889
0.0302491 0.894737
0.0320285 0.9
0.0338078 0.904762
0.0355872 0.909091
0.0373665 0.913043
0.0391459 0.916667
0.0409253 0.92
0.0427046 0.923077
0.044484 0.925926
0.0462633 0.928571
0.0480427 0.931034
0.0498221 0.933333
0.0516014 0.935484
0.0533808 0.9375
0.0551601 0.939394
0.0569395 0.941176
0.0587189 0.942857
0.0604982 0.944444
0.0622776 0.945946
0.0640569 0.947368
0.0658363 0.948718
0.0676157 0.95
0.069395 0.95122
0.0711744 0.952381
0.0729537 0.953488
0.0747331 0.954545
0.0765125 0.955556
0.0782918 0.956522
0.0800712 0.957447
0.0818505 0.958333
0.0836299 0.959184
0.0854093 0.96
0.0871886 0.960784
0.088968 0.961538
0.088968 0.943396
0.0907473 0.944444
0.0925267 0.945455
0.094306 0.946429
0.0960854 0.947368
0.0978648 0.948276
0.0996441 0.949153
0.101423 0.95
0.101423 0.934426
0.103203 0.935484
0.104982 0.936508
0.106762 0.9375
0.108541 0.938462
0.11032 0.939394
0.1121 0.940299
0.113879 0.941176
0.115658 0.942029
0.117438 0.942857
0.119217 0.943662
0.120996 0.944444
0.122776 0.945205
0.124555 0.945946
0.126335 0.946667
0.128114 0.947368
0.129893 0.948052
0.131673 0.948718
0.133452 0.949367
0.135231 0.95
0.137011 0.950617
0.13879 0.95122
0.140569 0.951807
0.140569 0.940476
0.142349 0.941176
0.144128 0.94186
0.145907 0.942529
0.147687 0.943182
0.149466 0.94382
0.151246 0.944444
0.151246 0.934066
0.153025 0.934783
0.154804 0.935484
0.154804 0.925532
0.156584 0.926316
0.158363 0.927083
0.160142 0.927835
0.161922 0.928571
0.163701 0.929293
0.16548 0.93
0.16548 0.920792
0.16726 0.921569
0.169039 0.92233
0.170819 0.923077
0.172598 0.92381
0.174377 0.924528
0.174377 0.915888
0.176157 0.916667
0.177936 0.917431
0.179715 0.918182
0.181495 0.918919
0.183274 0.919643
0.185053 0.920354
0.186833 0.921053
0.188612 0.921739
0.190391 0.922414
0.192171 0.923077
0.19395 0.923729
0.19395 0.915966
0.19573 0.916667
0.197509 0.917355
0.199288 0.918033
0.201068 0.918699
0.202847 0.919355
0.204626 0.92
0.206406 0.920635
0.208185 0.92126
0.209964 0.921875
0.211744 0.922481
0.213523 0.923077
0.215302 0.923664
0.217082 0.924242
0.218861 0.924812
0.218861 0.91791
0.220641 0.918519
0.22242 0.919118
0.224199 0.919708
0.225979 0.92029
0.227758 0.920863
0.227758 0.914286
0.227758 0.907801
0.229537 0.908451
0.231317 0.909091
0.233096 0.909722
0.234875 0.910345
0.236655 0.910959
0.238434 0.911565
0.240214 0.912162
0.241993 0.912752
0.243772 0.913333
0.245552 0.913907
0.247331 0.914474
0.24911 0.915033
0.25089 0.915584
0.252669 0.916129
0.254448 0.916667
0.256228 0.917197
0.258007 0.917722
0.259786 0.918239
0.261566 0.91875
0.263345 0.919255
0.265125 0.919753
0.266904 0.920245
0.268683 0.920732
0.270463 0.921212
0.272242 0.921687
0.274021 0.922156
0.274021 0.916667
0.275801 0.91716
0.275801 0.911765
0.27758 0.912281
0.279359 0.912791
0.281139 0.913295
0.282918 0.913793
0.284698 0.914286
0.286477 0.914773
0.288256 0.915254
0.290036 0.91573
0.290036 0.910615
0.291815 0.911111
0.293594 0.911602
0.295374 0.912088
0.297153 0.912568
0.298932 0.913043
0.300712 0.913514
0.302491 0.913978
0.30427 0.914439
0.30605 0.914894
0.307829 0.915344
