0 0
0 0.00177936
0 0.00355872
0 0.00533808
0 0.00711744
0 0.0088968
0 0.0106762
0 0.0124555
0 0.0142349
0 0.0160142
0.00176056 0.0160142
0.00176056 0.0177936
0.00176056 0.019573
0.00352113 0.019573
0.00352113 0.0213523
0.00352113 0.0231317
0.00352113 0.024911
0.00352113 0.0266904
0.00352113 0.0284698
0.00352113 0.0302491
0.00352113 0.0320285
0.00352113 0.0338078
0.00352113 0.0355872
0.00352113 0.0373665
0.00352113 0.0391459
0.00352113 0.0409253
0.00352113 0.0427046
0.00352113 0.044484
0.00352113 0.0462633
0.00352113 0.0480427
0.00352113 0.0498221
0.00352113 0.0516014
0.00352113 0.0533808
0.00352113 0.0551601
0.00352113 0.0569395
0.00352113 0.0587189
0.00352113 0.0604982
0.00352113 0.0622776
0.00352113 0.0640569
0.00352113 0.0658363
0.00352113 0.0676157
0.00352113 0.069395
0.00352113 0.0711744
0.00352113 0.0729537
0.00352113 0.0747331
0.00352113 0.0765125
0.00352113 0.0782918
0.00352113 0.0800712
0.00352113 0.0818505
0.00352113 0.0836299
0.00352113 0.0854093
0.00352113 0.0871886
0.00352113 0.088968
0.00528169 0.088968
0.00528169 0.0907473
0.00528169 0.0925267
0.00528169 0.094306
0.00528169 0.0960854
0.00528169 0.0978648
0.00528169 0.0996441
0.00528169 0.101423
0.00704225 0.101423
0.00704225 0.103203
0.00704225 0.104982
0.00704225 0.106762
0.00704225 0.108541
0.00704225 0.11032
0.00704225 0.1121
0.00704225 0.113879
0.00704225 0.115658
0.00704225 0.117438
0.00704225 0.119217
0.00704225 0.120996
0.00704225 0.122776
0.00704225 0.124555
0.00704225 0.126335
0.00704225 0.128114
0.00704225 0.129893
0.00704225 0.131673
0.00704225 0.133452
0.00704225 0.135231
0.00704225 0.137011
0.00704225 0.13879
0.00704225 0.140569
0.00880282 0.140569
0.00880282 0.142349
0.00880282 0.144128
0.00880282 0.145907
0.00880282 0.147687
0.00880282 0.149466
0.00880282 0.151246
0.0105634 0.151246
0.0105634 0.153025
0.0105634 0.154804
0.0123239 0.154804
0.0123239 0.156584
0.0123239 0.158363
0.0123239 0.160142
0.0123239 0.161922
0.0123239 0.163701
0.0123239 0.16548
0.0140845 0.16548
0.0140845 0.16726
0.0140845 0.169039
0.0140845 0.170819
0.0140845 0.172598
0.0140845 0.174377
0.0158451 0.174377
0.0158451 0.176157
