10
5121
0.0833333 0.774194 46.409 150.933 0 10565 2.02027  5.8 14.5332 0.808214 0
0.0833333 0.774194 67.702 33.839 0 10549 2.01614  5.8 14.5305 0.691967 0
0.0833333 0.774194 67.736 15.144 0.1 10539 2.01561  5.8 14.5305 0.688611 0
0.0833333 0.774194 42.042 12.998 10 10495 2.01211  5.8 14.5274 0.745489 0
0.0833333 0.774194 392.608 280.865 40 10621 2.05817  5.8 14.5269 0.625578 1
0.0833333 0.774194 34.24 135.15 6 10498 2.01321  5.8 14.5194 0.819393 0
0.0833333 0.774194 258.631 0 60.1 10658 2.03132  5.8 14.5173 0.263256 1
0.0833333 0.741935 389.651 40.485 10 10695 2.03677  5.9 15.5756 0.760089 1
0.0833333 0.741935 393.368 158.163 232.9 10749 2.03905  5.9 15.5728 0.878472 1
0.0833333 0.741935 34.3 140.4 41 10500 2.01388  5.8 14.5086 0.823624 0
0.0833333 0.741935 37.13 139.83 121 10509 2.01463  5.8 14.5073 0.817321 0
0.0833333 0.741935 27.44 130.23 75 10477 2.01208  5.8 14.5033 0.829597 1
0.0833333 0.741935 31.96 130.25 11 10489 2.01259  5.8 14.503 0.820201 0
0.0833333 0.741935 441.406 67.248 17.5 10684 2.03707  5.9 15.5634 0.679337 1
0.0833333 0.741935 42.06 142.87 51 10534 2.01814  5.8 14.5026 0.809821 0
0.0833333 0.741935 40.5 139.26 20 10526 2.01707  5.8 14.5018 0.809909 0
0.0833333 0.741935 472.467 86.975 8 9875 2.03234  5.9 15.5606 0.643238 0
0.0833333 0.741935 32.11 129.38 2 10483 2.01241  5.8 14.4973 0.819207 1
0.0833333 0.709677 31.94 132.12 20 10480 2.01248  5.8 14.4881 0.821721 0
0.0833333 0.709677 408.805 228.923 15 10513 2.04812  5.9 15.5447 0.956091 0
0.0833333 0.709677 43.2 144.41 130 10534 2.01905  5.8 14.4823 0.808843 0
0.0833333 0.709677 34.06 135.29 9 10481 2.013  5.8 14.4802 0.81988 0
0.0833333 0.709677 35.29 133.36 13 10487 2.01332  5.8 14.48 0.815766 0
0.0833333 0.709677 43.01 146.89 57 10533 2.01959  5.8 14.4794 0.811436 0
0.0833333 0.709677 36.64 138.3 1 10494 2.01456  5.8 14.4791 0.817042 0
0.0833333 0.709677 36.18 23.15 11 10469 2.0113  5.8 14.4789 0.759711 1
0.0833333 0.709677 240.834 0 37.8 10627 2.02921  5.8 14.4753 0.302835 1
0.0833333 0.709677 250.633 0 82.7 10628 2.02926  5.8 14.4752 0.281043 1
0.0833333 0.709677 36.68 141.27 41 10491 2.01497  5.8 14.4745 0.819469 0
0.0833333 0.709677 37.81 142.07 41 10499 2.0162  5.8 14.4741 0.817834 0
0.0833333 0.709677 42.11 139.21 17 10514 2.01746  5.8 14.471 0.806559 0
0.0833333 0.709677 37.95 142.11 42 10497 2.01632  5.8 14.4683 0.817581 0
0.0833333 0.677419 393.953 749.269 0 850 2.67776  6.3 6.9366 0.27688 1
0.0833333 0.677419 423.771 811.018 0 710 2.80704  6.3 6.93502 0.269798 1
0.0833333 0.677419 27.04 127.97 10 10457 2.01183  5.8 14.4627 0.828692 0
0.0833333 0.677419 37.87 142.43 31 10495 2.01653  5.8 14.4601 0.818021 0
0.0833333 0.677419 381.272 -83.571 0 10570 2.02932  5.9 15.5205 0.732212 0
0.0833333 0.677419 35.18 132.56 14 10474 2.01337  5.8 14.4567 0.815349 0
0.0833333 0.677419 67.525 30.583 0 10513 2.01595  5.8 14.4556 0.691609 0
0.0833333 0.677419 33.82 136.15 33 10464 2.01323  5.8 14.4539 0.82108 0
0.0833333 0.677419 36.47 141 43 10480 2.01531  5.8 14.4524 0.81967 0
0.0833333 0.677419 462.805 820.487 0 700 2.81143  6.3 6.92149 0.352378 0
0.0833333 0.677419 44.08 148.3 0 10517 2.01963  5.8 14.4485 0.810529 1
0.0833333 0.677419 31.93 132.13 20 10458 2.01274  5.8 14.4464 0.821749 0
0.0833333 0.677419 398.741 268.387 10.4 10567 2.05723  5.8 14.446 0.598819 1
0.0833333 0.645161 375.736 -7.922 0 10646 2.03455  5.9 15.5028 0.76026 0
0.0833333 0.645161 29.63 130.55 47 10450 2.01222  5.8 14.4393 0.825285 1
0.0833333 0.645161 384.693 395.269 3.7 7427 2.02348  6.3 6.90947 0.997178 1
0.0833333 0.645161 32.08 129.89 10 10455 2.01256  5.8 14.4371 0.819669 0
0.0833333 0.645161 43.08 145.84 46 10509 2.01948  5.8 14.4371 0.810356 0
0.0833333 0.645161 458.603 81.08 0 10643 2.03703  5.9 15.497 0.661764 0
0.0833333 0.645161 425.638 745.749 10.2 846 2.67766  6.3 6.90509 0.335489 1
0.0833333 0.645161 501.918 127.363 0 1641 2.75862  5.9 15.4929 0.64996 0
0.0833333 0.645161 486.213 109.899 8 3904 2.1999  5.9 15.4926 0.64977 0
0.0833333 0.645161 273.726 142.116 42.4 10672 2.03819  5.8 14.4317 0.390697 1
0.0833333 0.645161 37 140.57 99 10473 2.01522  5.8 14.4307 0.818215 0
0.0833333 0.645161 37.77 142.24 36 10476 2.01631  5.8 14.4306 0.818062 0
0.0833333 0.645161 53.501 625.683 0 717 2.7788  6.3 6.90167 0.730184 1
0.0833333 0.645161 34.47 134.97 5 10452 2.01288  5.8 14.429 0.818771 0
0.0833333 0.645161 41.72 142.61 44 10494 2.01812  5.8 14.4288 0.81029 0
0.0833333 0.645161 352.323 741.913 0 847 2.6778  6.3 6.9 0.235145 1
0.0833333 0.645161 24.23 123.72 21 10427 2.01146  5.8 14.4235 0.831388 0
0.0833333 0.645161 33.74 135.13 40 10448 2.01303  5.8 14.4234 0.820412 0
0.0833333 0.645161 33.7 134.71 15 10447 2.01308  5.8 14.4219 0.820153 0
0.0833333 0.645161 394.778 231.601 12.9 10732 2.04047  5.9 15.4811 0.982388 1
0.0833333 0.645161 34.15 140.77 48 10451 2.01404  5.8 14.4204 0.824245 1
0.0833333 0.612903 41.58 138.77 14 10484 2.01758  5.8 14.4196 0.807273 0
0.0833333 0.612903 28.361 56.078 33.5 10430 2.01083  5.8 14.4195 0.785319 1
0.0833333 0.612903 391.551 281.196 15 10567 2.0585  5.8 14.417 0.626187 1
0.0833333 0.612903 371.129 700.911 0 957 2.75361  6.3 6.88678 0.335427 1
0.0833333 0.612903 392.373 -73.522 0 10554 2.03041  5.9 15.472 0.707448 0
0.0833333 0.612903 43.21 139.51 19 10488 2.01833  5.8 14.4091 0.804558 0
0.0833333 0.612903 28.72 129.64 12 10429 2.01221  5.8 14.4089 0.826472 0
0.0833333 0.612903 37.81 142.11 38 10463 2.01634  5.8 14.4077 0.817868 0
0.0833333 0.612903 458.184 851.677 0 688 2.80087  6.3 6.8779 0.341944 1
0.0833333 0.612903 24.23 123.75 18 10415 2.01143  5.8 14.4048 0.83141 0
0.0833333 0.612903 61.311 4.335 0 10465 2.01451  5.8 14.4042 0.702142 0
0.0833333 0.612903 42.729 12.774 10 10432 2.01191  5.8 14.404 0.743943 0
0.0833333 0.612903 37.83 142.15 35 10459 2.01627  5.8 14.4036 0.817862 1
0.0833333 0.612903 37.84 142.12 32 10458 2.01626  5.8 14.4012 0.817815 0
0.0833333 0.612903 43.51 141.94 6 10481 2.0188  5.8 14.3983 0.806043 0
0.0833333 0.612903 31.03 131.5 34 10424 2.0122  5.8 14.3983 0.82312 0
0.0833333 0.612903 37.8 142.12 33 10454 2.01641  5.8 14.3977 0.817897 0
0.0833333 0.612903 67.842 20.206 0 10469 2.01555  5.8 14.3968 0.689018 0
0.0833333 0.612903 33.77 136.26 31 10428 2.01306  5.8 14.3963 0.821273 1
0.0833333 0.580645 37.85 142.11 37 10452 2.01638  5.8 14.3933 0.817786 0
0.0833333 0.580645 33.95 134.12 7 10427 2.01298  5.8 14.393 0.819157 0
0.0833333 0.580645 34.19 135.15 6 10426 2.01291  5.8 14.3921 0.819497 1
0.0833333 0.580645 28.69 129.63 15 10414 2.01228  5.8 14.3904 0.826527 0
0.0833333 0.580645 46.39 15.07 0.1 10434 2.01306  5.8 14.3895 0.736022 0
0.0833333 0.580645 32.88 132.46 31 10422 2.01301  5.8 14.3885 0.82004 0
0.0833333 0.580645 35.08 137.97 21 10429 2.01373  5.8 14.3884 0.819982 0
0.0833333 0.580645 37.81 142.25 33 10445 2.01672  5.8 14.3881 0.817989 1
0.0833333 0.580645 36.13 140.84 43 10433 2.01488  5.8 14.3871 0.820233 0
0.0833333 0.580645 63.135 27.723 0 10460 2.01579  5.8 14.3839 0.700737 0
0.0833333 0.580645 63.786 36.702 0 10462 2.01611  5.8 14.3828 0.701337 0
0.0833333 0.580645 482.849 674.998 0 946 2.74767  6.3 6.85401 0.534057 1
0.0833333 0.580645 38.93 141.68 63 10449 2.01715  5.8 14.381 0.815201 0
0.0833333 0.580645 38.35 23.59 4 10417 2.01251  5.8 14.3807 0.754964 0
0.0833333 0.580645 42.77 142.55 123 10461 2.01878  5.8 14.3806 0.808089 0
0.0833333 0.580645 37.22 20.53 41 10407 2.01171  5.8 14.3786 0.75703 1
0.0833333 0.580645 40.053 694.133 0 698 2.71461  6.3 6.85012 0.669283 1
0.0833333 0.580645 36.47 141.03 39 10428 2.01526  5.8 14.3756 0.819696 0
0.0833333 0.580645 29.17 130.21 30 10402 2.01245  5.8 14.3735 0.825978 0
0.0833333 0.580645 342.652 -49.773 3.3 10580 2.03287  5.9 15.4335 0.820274 1
0.0833333 0.580645 28.69 129.63 16 10399 2.01232  5.8 14.3723 0.826527 0
0.0833333 0.548387 42.37 144.56 42 10456 2.01866  5.8 14.3718 0.81067 0
0.0833333 0.548387 45.882 14.593 9.8 10418 2.01312  5.8 14.3717 0.737103 0
0.0833333 0.548387 36.33 142.03 61 10424 2.01589  5.8 14.3711 0.820837 0
0.0833333 0.548387 371.566 700.632 0 953 2.75268  6.3 6.8401 0.336411 1
0.0833333 0.548387 25.33 117.84 20 10390 2.01117  5.8 14.3656 0.824832 1
0.0833333 0.548387 392.785 713.991 0 938 2.74041  6.3 6.83678 0.335047 1
0.0833333 0.548387 416.821 759.605 0 832 2.67175  6.3 6.83636 0.301555 0
0.0833333 0.548387 24.72 124.75 60 10384 2.01143  5.8 14.3634 0.831121 0
0.0833333 0.548387 34.1 25.1 33 10386 2.01083  5.8 14.3634 0.764631 1
0.0833333 0.548387 34.1 135.11 8 10403 2.01282  5.8 14.3612 0.81965 0
0.0833333 0.548387 401.006 694.748 0 953 2.75635  6.3 6.82208 0.380625 0
0.0833333 0.548387 41.696 734.496 0 605 2.80165  6.3 6.82062 0.628363 1
0.0833333 0.516129 34.368 733.135 35 594 2.80825  6.3 6.81937 0.64466 1
0.0833333 0.516129 33.74 140.63 54 10405 2.01378  5.8 14.3463 0.824971 1
0.0833333 0.516129 39.86 21.27 15 10400 2.01196  5.8 14.3454 0.751271 1
0.0833333 0.516129 38.26 22.19 27 10396 2.01148  5.8 14.3444 0.754954 1
0.0833333 0.516129 31.65 129.61 6 10395 2.0121  5.8 14.3406 0.820345 0
0.0833333 0.516129 498.214 875.292 0 626 2.78339  6.3 6.81216 0.437867 1
0.0833333 0.516129 60.257 28.679 0 10433 2.01472  5.8 14.3388 0.707301 0
0.0833333 0.516129 37.17 141.89 27 10419 2.01611  5.8 14.3385 0.818993 0
0.0833333 0.516129 36.34 140.93 40 10409 2.01452  5.8 14.3376 0.819878 1
0.0833333 0.516129 35.83 139.94 102 10407 2.01445  5.8 14.3354 0.820088 0
0.0833333 0.516129 36.26 137.74 227 10408 2.01415  5.8 14.3353 0.817357 0
0.0833333 0.516129 33.73 132.13 54 10393 2.01282  5.8 14.3338 0.818012 0
0.0833333 0.516129 37.77 138.31 19 10415 2.01496  5.8 14.3287 0.814722 0
0.0833333 0.516129 24.71 122.39 96 10372 2.01132  5.8 14.3262 0.829405 0
0.0833333 0.516129 67.823 20.205 0.1 10429 2.01541  5.8 14.3245 0.68906 1
0.0833333 0.483871 365.405 0 43 10573 2.03442  5.9 15.3838 0.786436 1
0.0833333 0.483871 42.64 144.27 88 10435 2.01819  5.8 14.3222 0.809863 1
0.0833333 0.483871 39.16 140.77 135 10419 2.01649  5.8 14.3214 0.813949 0
0.0833333 0.483871 37.35 141.69 43 10407 2.01572  5.8 14.3192 0.818452 0
0.0833333 0.483871 377.628 715.158 0 931 2.74039  6.3 6.79002 0.314403 1
0.0833333 0.483871 37.15 141.75 52 10406 2.01569  5.8 14.3156 0.818914 0
0.0833333 0.483871 43.25 145.84 50 10436 2.01923  5.8 14.314 0.810009 0
0.0833333 0.483871 578.028 -325.579 0 815 2.7454  5.9 15.3742 0.625595 1
0.0833333 0.483871 33.29 134.65 34 10381 2.01288  5.8 14.3134 0.820953 0
0.0833333 0.483871 60.396 26.238 0 10417 2.01484  5.8 14.3103 0.706524 0
0.0833333 0.483871 38.54 139.33 11 10407 2.01565  5.8 14.3089 0.813998 0
0.0833333 0.483871 578.159 -325.314 0 815 2.74626  5.9 15.3662 0.624938 1
0.0833333 0.483871 350.742 -39.786 0 10549 2.03267  5.9 15.3648 0.804339 1
0.0833333 0.483871 416.497 148.064 20 10616 2.03911  5.9 15.3639 0.823886 0
0.0833333 0.483871 380.233 710.504 0 933 2.7418  6.3 6.77464 0.326259 1
0.0833333 0.451613 41.5 142.71 41 10421 2.01817  5.8 14.2971 0.810827 0
0.0833333 0.451613 431.527 -75.097 11.9 6864 2.08217  5.9 15.3573 0.620342 0
0.0833333 0.451613 394.213 331.473 3.2 8988 2.02274  5.8 14.2961 0.738155 1
0.0833333 0.451613 32.08 129.89 10 10372 2.01251  5.8 14.296 0.819669 0
0.0833333 0.451613 26.41 124.48 175 10359 2.01117  5.8 14.2928 0.827379 1
0.0833333 0.451613 447.538 93.416 5 10575 2.03848  5.9 15.3524 0.697275 1
0.0833333 0.451613 32.09 129.89 10 10369 2.01235  5.8 14.2916 0.819648 0
0.0833333 0.451613 36.05 139.72 52 10385 2.01438  5.8 14.2899 0.81945 0
0.0833333 0.451613 60.249 25.16 0 10405 2.01486  5.8 14.2885 0.706656 0
0.0833333 0.451613 298.371 361.156 1 10588 2.07346  5.8 14.2884 0.821992 1
0.0833333 0.451613 30.87 130.36 130 10362 2.01209  5.8 14.2878 0.822556 0
0.0833333 0.451613 515.211 161.635 0 1480 2.82446  5.9 15.3474 0.686385 0
0.0833333 0.451613 29.072 47.54 3.9 10351 2.01088  5.8 14.2815 0.780962 0
0.0833333 0.451613 39.67 143.29 20 10402 2.01739  5.8 14.2796 0.815077 0
0.0833333 0.451613 36.72 27.15 33 10364 2.01183  5.8 14.277 0.759169 1
0.0833333 0.451613 35.75 136.85 9 10373 2.01362  5.8 14.2765 0.81767 0
0.0833333 0.419355 67.174 20.643 2.2 10403 2.01559  5.8 14.2758 0.690565 1
0.0833333 0.419355 42.407 13.047 7.6 10359 2.01203  5.8 14.2754 0.744682 0
0.0833333 0.419355 422.808 14.614 0 10530 2.03331  5.9 15.3348 0.67164 0
0.0833333 0.419355 36.42 141.03 45 10376 2.01507  5.8 14.2717 0.819798 0
0.0833333 0.419355 36.76 141.35 40 10378 2.0155  5.8 14.2713 0.819373 0
0.0833333 0.419355 238.446 0 47.6 10505 2.0295  5.8 14.2692 0.308146 1
0.0833333 0.419355 39.12 141.33 113 10388 2.01667  5.8 14.2649 0.814511 0
0.0833333 0.419355 414.092 -76.738 0 10459 2.0294  5.9 15.3254 0.659096 0
0.0833333 0.419355 67.657 34.004 0 10401 2.01607  5.8 14.2629 0.692107 0
0.0833333 0.419355 474.943 14.918 0 3630 2.47022  5.9 15.3218 0.562566 0
0.0833333 0.419355 41.09 139.38 23 10393 2.01763  5.8 14.2577 0.808799 0
0.0833333 0.419355 439.725 74.392 14.3 10551 2.03848  5.9 15.315 0.690261 1
0.0833333 0.419355 427.835 -12.295 0 10507 2.03185  5.9 15.3134 0.644991 0
0.0833333 0.387097 44.15 141.04 230 10402 2.01877  5.8 14.2502 0.803951 0
0.0833333 0.387097 35.79 140.94 30 10362 2.01474  5.8 14.2496 0.821017 0
0.0833333 0.387097 326.989 492.707 40.2 1803 2.5782  6.3 6.7213 0.766216 1
0.0833333 0.387097 37.22 141.39 42 10371 2.01616  5.8 14.2471 0.818462 0
0.0833333 0.387097 36.36 140.89 44 10362 2.01506  5.8 14.2458 0.819803 0
0.0833333 0.387097 391.978 217.752 7.8 10629 2.04016  5.9 15.3048 0.965654 1
0.0833333 0.387097 456.095 155.369 0 10306 2.04555  5.9 15.3047 0.766784 0
0.0833333 0.387097 43.24 139.51 32 10391 2.01868  5.8 14.2407 0.804496 0
0.0833333 0.387097 497.985 879.995 18.7 621 2.77504  6.3 6.71 0.439547 1
0.0833333 0.387097 35.38 139.28 23 10354 2.01438  5.8 14.2382 0.820459 0
0.0833333 0.387097 38.08 141.96 41 10367 2.01675  5.8 14.2371 0.817186 0
0.0833333 0.354839 411.924 725.746 0 854 2.6904  6.3 6.69932 0.34218 0
0.0833333 0.354839 38.44 142.16 30 10373 2.01719  5.8 14.2268 0.816619 0
0.0833333 0.354839 40.944 22.804 1 10343 2.01298  5.8 14.2266 0.749089 0
0.0833333 0.354839 40.55 20.61 9.3 10341 2.01289  5.8 14.2181 0.749649 0
0.0833333 0.354839 37.03 21.93 10 10332 2.01203  5.8 14.2178 0.757646 1
0.0833333 0.354839 42.732 12.773 10 10334 2.01244  5.8 14.2162 0.743936 0
0.0833333 0.354839 32.8 130.99 8 10335 2.01315  5.8 14.2155 0.819038 0
0.0833333 0.354839 362.554 -52.317 9.7 10492 2.03206  5.9 15.2724 0.775718 0
0.0833333 0.354839 38.29 142.49 30 10364 2.01738  5.8 14.2117 0.817211 0
0.0833333 0.354839 37.788 -25.458 3 10158 2.00286  5.8 14.2113 0.75651 0
0.0833333 0.354839 32.09 129.9 10 10330 2.0132  5.8 14.2073 0.819656 0
0.0833333 0.354839 41.36 139.24 10 10371 2.01825  5.8 14.2058 0.808125 0
0.0833333 0.354839 33.91 133.68 46 10331 2.01365  5.8 14.2051 0.818884 0
0.0833333 0.322581 35.86 140.48 36 10343 2.01533  5.8 14.2027 0.820483 0
0.0833333 0.322581 36.05 139.94 44 10343 2.01524  5.8 14.2015 0.819635 0
0.0833333 0.322581 43.75 144.73 0 10377 2.01972  5.8 14.2007 0.808004 0
0.0833333 0.322581 35.42 139.1 23 10338 2.01522  5.8 14.1985 0.820225 0
0.0833333 0.322581 36.34 140.92 45 10340 2.01556  5.8 14.1969 0.819869 0
0.0833333 0.322581 38.99 142.51 35 10358 2.01796  5.8 14.1943 0.815794 0
0.0833333 0.322581 372.742 -138.804 0 10304 2.03043  5.9 15.2549 0.763367 1
0.0833333 0.322581 36.45 141.12 45 10339 2.01574  5.8 14.1933 0.819813 0
0.0833333 0.322581 62.394 25.754 0 10360 2.0163  5.8 14.1929 0.702008 0
0.0833333 0.322581 37.13 141.15 82 10342 2.01653  5.8 14.1904 0.818442 0
0.0833333 0.322581 37.49 138.74 16 10336 2.01554  5.8 14.1891 0.81566 0
0.0833333 0.322581 46.337 13.735 7 10329 2.01409  5.8 14.1889 0.736011 0
0.0833333 0.322581 32.09 129.89 10 10315 2.01358  5.8 14.1885 0.819648 0
0.0833333 0.322581 33.91 134.49 12 10317 2.01403  5.8 14.1861 0.819539 0
