@Relation test

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE class {1.00,0.00}

@DATA
1.000000,9.697579,0.00
0.000000,8.601079,0.00
1.000000,9.601079,0.00
0.000000,1.301079,0.00
0.000000,1.301079,0.00
59.178407,9.601079,1.00
2.000000,10.309129,1.00
59.178407,2.397579,1.00
2.000000,0.301079,0.00
59.178407,7.697579,0.00
59.178407,2.397579,1.00
59.178407,0.397579,1.00
0.000000,1.301079,0.00
1.796703,1.912629,0.00
0.000000,2.096500,0.00
1.000000,1.912629,0.00
0.796703,1.397579,0.00
2.000000,8.309129,0.00
60.178407,2.912629,1.00
0.000000,8.697579,0.00
1.796703,0.301079,0.00
1.796703,-0.087371,0.00
59.178407,9.697579,1.00
59.178407,7.697579,0.00
1.000000,9.212629,1.00
1.796703,0.009129,1.00
1.796703,9.697579,1.00
60.178407,10.309129,1.00
1.000000,9.309129,0.00
59.178407,9.697579,1.00
1.796703,2.708050,1.00
0.000000,1.301079,0.00
60.178407,3.009129,1.00
0.796703,8.697579,0.00
1.796703,2.397579,0.00
59.178407,7.697579,0.00
1.000000,9.601079,1.00
1.000000,9.601079,1.00
2.000000,8.309129,0.00
0.796703,1.397579,0.00
60.178407,10.309129,1.00
59.178407,2.397579,1.00
2.000000,10.309129,1.00
1.000000,9.697579,0.00
0.000000,-0.698921,0.00
60.178407,3.009129,1.00
0.000000,8.601079,0.00
0.000000,6.697579,0.00
60.178407,10.309129,1.00
1.000000,2.301079,0.00
0.000000,1.397579,0.00
1.796703,2.301079,1.00
2.000000,10.309129,1.00
1.796703,7.697579,0.00
0.796703,-0.698921,0.00
2.000000,8.309129,0.00
60.178407,3.009129,1.00
1.000000,1.912629,0.00
0.000000,8.697579,0.00
60.178407,10.309129,1.00
2.000000,1.611550,0.00
1.000000,9.697579,0.00
1.796703,1.912629,1.00
59.178407,7.601079,0.00
1.796703,2.301079,1.00
2.000000,10.309129,1.00
1.796703,2.009129,0.00
2.000000,2.912629,1.00
1.000000,9.601079,1.00
60.178407,10.309129,1.00
1.000000,2.301079,0.00
0.000000,1.397579,0.00
0.796703,1.397579,0.00
59.178407,2.397579,1.00
1.000000,2.009129,0.00
0.796703,6.697579,0.00
1.000000,7.309129,0.00
2.796703,8.212629,1.00
0.796703,9.396500,1.00
1.796703,7.309129,1.00
59.178407,9.697579,1.00
0.000000,1.301079,0.00
1.000000,0.301079,0.00
0.000000,2.000000,0.00
0.000000,8.697579,0.00
1.000000,9.309129,0.00
59.178407,9.697579,1.00
0.796703,6.697579,0.00
60.178407,3.009129,1.00
0.796703,8.601079,0.00
0.796703,1.397579,0.00
2.000000,2.912629,1.00
1.000000,1.912629,1.00
59.178407,7.697579,0.00
60.178407,3.009129,1.00
0.000000,1.301079,0.00
59.178407,2.397579,1.00
59.178407,7.697579,1.00
0.796703,0.096500,0.00
59.178407,9.697579,1.00
0.000000,8.601079,0.00
59.178407,9.697579,1.00
59.178407,2.397579,1.00
0.000000,1.301079,0.00
59.178407,0.397579,1.00
0.000000,1.397579,0.00
59.178407,9.697579,1.00
1.000000,0.009129,0.00
59.178407,9.697579,1.00
59.178407,2.397579,1.00
60.178407,10.309129,1.00
59.178407,9.697579,1.00
0.000000,8.697579,0.00
2.000000,8.309129,0.00
1.796703,1.912629,0.00
60.178407,3.009129,1.00
1.000000,2.301079,0.00
59.178407,2.301079,1.00
0.796703,1.397579,0.00
59.178407,0.397579,0.00
59.178407,9.697579,1.00
1.796703,2.009129,0.00
59.178407,7.697579,1.00
0.796703,8.697579,0.00
0.796703,1.301079,0.00
59.178407,0.301079,0.00
1.796703,1.912629,0.00
2.000000,10.212629,1.00
0.000000,8.697579,0.00
59.178407,9.697579,1.00
59.178407,7.697579,1.00
1.796703,2.009129,0.00
1.796703,2.397579,0.00
1.796703,2.397579,0.00
59.178407,7.697579,0.00
1.000000,9.309129,1.00
2.000000,2.301079,0.00
59.178407,9.601079,1.00
0.796703,-0.698921,0.00
59.178407,2.397579,1.00
59.178407,7.697579,1.00
1.000000,2.397579,0.00
1.796703,7.212629,0.00
0.000000,1.301079,0.00
2.796703,3.009129,1.00
0.796703,8.697579,1.00
1.796703,10.008050,1.00
1.000000,2.708050,0.00
59.178407,9.697579,1.00
1.796703,1.912629,0.00
0.796703,1.397579,0.00
0.000000,8.601079,0.00
59.178407,9.697579,1.00
59.178407,0.397579,1.00
0.000000,6.697579,0.00
60.178407,3.009129,1.00
1.000000,9.697579,0.00
2.000000,9.697579,1.00
1.796703,2.397579,1.00
59.178407,2.397579,1.00
0.000000,1.301079,0.00
0.000000,1.301079,0.00
59.178407,9.697579,1.00
0.796703,8.697579,0.00
0.000000,9.396500,0.00
1.000000,2.009129,0.00
59.178407,0.397579,1.00
0.000000,9.396500,0.00
2.796703,3.009129,1.00
2.000000,1.009129,1.00
2.000000,10.309129,1.00
1.000000,1.912629,1.00
0.796703,1.397579,0.00
0.000000,8.697579,0.00
1.000000,2.009129,0.00
1.000000,9.309129,0.00
2.796703,3.009129,1.00
0.000000,8.697579,0.00
1.796703,9.697579,0.00
1.000000,0.301079,0.00
2.796703,10.309129,1.00
2.000000,9.601079,0.00
1.000000,9.309129,1.00
0.796703,6.697579,0.00
59.178407,2.397579,1.00
1.796703,1.912629,1.00
59.178407,2.397579,1.00
60.178407,10.309129,1.00
1.796703,2.397579,1.00
2.000000,0.301079,0.00
2.000000,3.009129,1.00
0.000000,6.697579,0.00
59.178407,2.397579,1.00
59.178407,2.397579,1.00
1.796703,0.009129,1.00
2.000000,8.309129,1.00
1.796703,0.009129,0.00
0.000000,8.697579,0.00
0.000000,8.697579,0.00
1.796703,2.009129,0.00
0.796703,1.397579,0.00
0.796703,-0.602421,0.00
0.000000,8.601079,0.00
1.000000,2.009129,0.00
1.000000,9.309129,0.00
0.796703,8.697579,0.00
1.796703,2.611550,1.00
59.178407,9.697579,1.00
59.178407,2.397579,1.00
60.178407,8.309129,1.00
1.796703,2.708050,1.00
60.178407,2.912629,1.00
60.178407,3.009129,1.00
1.796703,0.301079,0.00
2.000000,9.601079,1.00
59.178407,0.397579,1.00
1.796703,7.309129,0.00
60.178407,1.009129,1.00
1.000000,9.697579,0.00
1.000000,1.912629,1.00
0.796703,9.396500,0.00
1.000000,9.601079,1.00
1.000000,0.301079,0.00
60.178407,3.009129,1.00
60.178407,3.009129,1.00
0.000000,6.601079,0.00
0.796703,1.397579,0.00
2.796703,3.009129,1.00
1.796703,1.912629,0.00
0.796703,8.697579,0.00
59.178407,9.697579,1.00
1.000000,9.601079,0.00
1.000000,1.912629,0.00
59.178407,9.697579,1.00
1.796703,7.309129,0.00
1.796703,7.601079,0.00
0.796703,8.697579,0.00
1.796703,0.009129,0.00
0.796703,6.697579,0.00
59.178407,9.697579,1.00
1.000000,9.601079,0.00
1.796703,7.309129,1.00
