@Relation test

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE class {1.00,0.00}

@DATA
0.386765,-52.200000,0.00
0.005066,-47.785786,1.00
-0.994934,-49.467949,1.00
0.942159,-51.200000,1.00
-0.998749,4.732051,1.00
-0.994934,-48.467949,1.00
0.005066,-46.467949,1.00
-0.994934,-48.467949,1.00
0.001251,-46.467949,1.00
1.432979,3.000000,0.00
0.942159,2.000000,0.00
0.045344,-51.200000,0.00
0.001251,5.732051,1.00
-0.994934,3.414214,0.00
-0.994934,-48.467949,1.00
1.923973,-50.200000,0.00
1.942159,-49.200000,1.00
1.432979,3.000000,0.00
1.432979,3.000000,0.00
0.432979,-53.200000,0.00
-0.998749,3.414214,0.00
0.432979,1.000000,0.00
-0.994934,-49.467949,0.00
0.994686,-48.200000,1.00
-0.998716,-53.200000,0.00
0.045344,-48.785786,1.00
0.942159,1.000000,0.00
1.942159,4.000000,1.00
0.045344,-48.785786,1.00
0.942159,1.000000,0.00
1.386765,3.000000,1.00
1.386765,-50.200000,0.00
0.942159,-51.200000,0.00
1.432979,-50.200000,0.00
0.994686,-48.200000,1.00
-0.994934,-50.785786,1.00
1.045344,-46.785786,1.00
-0.005314,-48.785786,1.00
1.045344,-46.785786,1.00
1.386765,-51.200000,0.00
0.994686,-46.785786,1.00
0.994686,5.000000,1.00
0.942159,-51.200000,0.00
0.005066,-46.467949,1.00
0.045344,-48.785786,1.00
-0.994934,-48.467949,1.00
1.432979,-50.200000,1.00
-0.994934,3.414214,0.00
-0.005314,-50.200000,0.00
-0.998749,4.732051,1.00
0.005066,4.414214,0.00
0.942159,-52.200000,0.00
-0.998749,3.732051,0.00
1.386765,-50.200000,1.00
-0.998749,4.732051,1.00
1.432979,3.000000,0.00
0.432979,1.000000,0.00
-0.994934,3.414214,0.00
0.994686,6.414214,1.00
1.386765,3.000000,0.00
0.923973,2.000000,0.00
1.045344,-47.785786,1.00
0.942159,-49.785786,0.00
-0.998716,0.000000,0.00
-0.994934,-48.467949,1.00
0.045344,-48.785786,1.00
0.942159,-51.200000,0.00
-0.994934,-48.467949,1.00
1.432979,-50.200000,0.00
-0.998749,-50.785786,0.00
-0.998749,-48.467949,1.00
-0.994934,-50.785786,0.00
0.942159,-52.200000,0.00
-0.005314,-51.200000,0.00
0.432979,1.000000,0.00
-0.994934,-48.467949,1.00
0.942159,2.000000,0.00
0.001284,-51.200000,0.00
0.923973,2.000000,0.00
0.942159,2.000000,0.00
0.005066,5.414214,1.00
1.942159,-49.200000,1.00
0.432979,0.000000,0.00
1.045344,-46.785786,1.00
-0.994934,-49.467949,0.00
0.942159,2.000000,0.00
0.942159,2.000000,0.00
0.005066,-47.467949,1.00
0.045344,-48.785786,1.00
0.005066,-46.467949,1.00
0.894186,-49.200000,1.00
-0.994934,4.732051,1.00
0.432979,-53.200000,0.00
-0.105814,-51.200000,0.00
0.994686,-46.785786,1.00
0.005066,-47.467949,1.00
0.923973,-52.200000,0.00
1.432979,3.000000,1.00
0.994686,5.000000,1.00
-0.005314,3.000000,0.00
1.432979,3.000000,0.00
0.894186,-49.200000,1.00
1.942159,3.000000,0.00
0.942159,-52.200000,0.00
0.005066,5.414214,1.00
0.001251,5.732051,1.00
0.045344,3.000000,0.00
0.005066,-47.785786,1.00
1.386765,3.000000,0.00
0.045344,-48.785786,1.00
1.432979,-50.200000,1.00
1.045344,-46.785786,1.00
-0.994934,2.414214,0.00
0.045344,-49.785786,0.00
1.942159,4.000000,1.00
0.923973,2.000000,0.00
1.432979,3.000000,0.00
-0.994934,-49.467949,0.00
1.432979,3.000000,0.00
0.894186,3.000000,0.00
1.432979,2.000000,0.00
-0.994934,-49.785786,1.00
1.045344,-46.785786,1.00
-0.994934,-49.467949,0.00
0.005066,5.414214,1.00
-0.994934,-49.467949,0.00
0.432979,1.000000,0.00
-0.994934,-48.467949,1.00
-0.994934,-48.467949,1.00
0.005066,-46.467949,1.00
0.005066,5.414214,1.00
-0.994934,-48.467949,1.00
0.942159,-51.200000,0.00
-0.994934,-48.467949,1.00
1.386765,-50.200000,0.00
-0.994934,-49.467949,0.00
0.942159,-52.200000,0.00
0.005066,5.414214,1.00
-0.994934,-49.467949,1.00
-0.005314,-49.785786,1.00
0.994686,-48.200000,1.00
-0.005314,-49.785786,1.00
-0.994934,-48.467949,1.00
