@Relation test

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE class {1.00,0.00}

@DATA
2.541997,-76.260000,1.00
2.541997,1.000000,1.00
1.541997,0.000000,1.00
1.211497,-76.260000,1.00
0.291497,0.000000,0.00
1.000000,-76.260000,1.00
0.621997,1.000000,1.00
1.211497,1.000000,0.00
0.621997,0.000000,0.00
0.541997,1.000000,1.00
1.000000,-77.260000,1.00
2.541997,1.000000,1.00
1.621997,1.000000,1.00
2.541997,1.000000,1.00
-0.378003,0.000000,0.00
2.541997,1.000000,1.00
2.541997,-76.260000,1.00
-0.378003,1.000000,0.00
1.541997,0.000000,0.00
2.541997,1.000000,1.00
2.330500,-76.260000,1.00
0.621997,1.000000,0.00
1.541997,-76.260000,1.00
0.541997,0.000000,0.00
-0.708503,-77.260000,0.00
-0.378003,0.000000,0.00
2.541997,1.000000,1.00
2.541997,-76.260000,1.00
0.541997,-77.260000,1.00
2.541997,-76.260000,1.00
2.541997,1.000000,1.00
0.621997,1.000000,1.00
2.541997,1.000000,1.00
2.541997,1.000000,1.00
1.000000,-76.260000,1.00
0.621997,1.000000,1.00
2.541997,1.000000,1.00
1.541997,1.000000,1.00
-0.708503,-77.260000,0.00
-0.378003,-77.260000,0.00
2.541997,1.000000,1.00
1.541997,-77.260000,1.00
2.541997,-76.260000,1.00
2.541997,1.000000,1.00
2.541997,1.000000,1.00
-0.378003,0.000000,0.00
2.541997,1.000000,1.00
2.541997,1.000000,1.00
1.211497,1.000000,1.00
2.541997,-76.260000,1.00
1.330500,0.000000,0.00
-0.378003,0.000000,0.00
1.541997,1.000000,0.00
1.211497,1.000000,0.00
2.541997,-76.260000,1.00
1.541997,0.000000,0.00
1.541997,1.000000,0.00
2.541997,1.000000,1.00
1.211497,1.000000,0.00
2.541997,0.000000,1.00
2.541997,-76.260000,1.00
1.211497,1.000000,1.00
2.541997,-76.260000,1.00
0.621997,0.000000,0.00
1.000000,-77.260000,0.00
1.211497,1.000000,0.00
2.541997,1.000000,1.00
1.621997,-77.260000,1.00
1.211497,-76.260000,1.00
2.541997,-76.260000,1.00
2.541997,-76.260000,1.00
1.211497,1.000000,0.00
2.541997,-76.260000,1.00
2.541997,1.000000,1.00
