@Relation urban_new_2021_fold4_train

@ATTRIBUTE f1_minas          NUMERIC  % Μήνας (1-12)
@ATTRIBUTE f2_epochi         NUMERIC  % Εποχή (1=Χειμ 2=Άνοιξ 3=Καλοκ 4=Φθιν)
@ATTRIBUTE f3_ora            NUMERIC  % Ώρα ημέρας (0-23)
@ATTRIBUTE f4_mera_nyxta     NUMERIC  % Μέρα=1 Νύχτα=0
@ATTRIBUTE f5_imera_evdom    NUMERIC  % Ημέρα εβδομάδας (0=Δευτ 6=Κυρ)
@ATTRIBUTE f6_savvatokyriako NUMERIC  % Σαββ/κο=1 Καθημ=0
@ATTRIBUTE f7_trimino        NUMERIC  % Τρίμηνο (1-4)
@ATTRIBUTE f8_nomos          NUMERIC  % Κωδικός Νομού
@ATTRIBUTE f9_typos_xorou    NUMERIC  % Κωδικός τύπου χώρου
@ATTRIBUTE class             {8,9,11} % 8=Μεγάλη 9=Μεσαία 11=Μικρή

@DATA
1,1,20,1,6,1,1,5,71,11
1,1,12,1,0,0,1,5,64,11
1,1,16,1,1,0,1,5,85,11
1,1,10,1,2,0,1,5,85,11
1,1,17,1,2,0,1,5,85,11
1,1,2,0,2,0,1,5,13,9
1,1,20,1,3,0,1,5,85,11
1,1,9,1,3,0,1,5,64,9
1,1,12,1,3,0,1,5,64,11
1,1,20,1,3,0,1,5,85,11
1,1,2,0,5,1,1,5,85,11
1,1,12,1,5,1,1,5,64,11
1,1,17,1,6,1,1,5,64,11
1,1,20,1,0,0,1,5,64,11
1,1,13,1,3,0,1,5,64,11
1,1,0,0,4,0,1,5,22,9
1,1,20,1,4,0,1,5,63,11
1,1,21,0,4,0,1,5,64,11
1,1,12,1,4,0,1,5,13,11
1,1,10,1,5,1,1,5,85,11
1,1,7,1,6,1,1,5,87,11
1,1,7,1,6,1,1,5,96,11
1,1,10,1,0,0,1,5,64,11
1,1,3,0,1,0,1,5,71,11
1,1,13,1,1,0,1,5,85,11
1,1,20,1,2,0,1,5,64,11
1,1,15,1,2,0,1,5,64,11
1,1,12,1,3,0,1,5,64,11
1,1,12,1,3,0,1,5,96,11
1,1,17,1,3,0,1,5,64,11
1,1,17,1,4,0,1,5,92,11
1,1,6,0,5,1,1,5,64,8
1,1,19,1,6,1,1,5,85,11
1,1,4,0,1,0,1,5,73,11
1,1,2,0,1,0,1,5,64,11
1,1,0,0,2,0,1,5,85,11
1,1,9,1,3,0,1,5,64,11
1,1,7,1,6,1,1,5,85,11
2,1,13,1,1,0,1,5,85,11
2,1,17,1,2,0,1,5,85,11
2,1,9,1,5,1,1,5,57,11
2,1,15,1,5,1,1,5,81,9
2,1,14,1,5,1,1,5,85,11
2,1,0,0,6,1,1,5,85,11
2,1,0,0,6,1,1,5,85,11
2,1,0,0,6,1,1,5,85,11
2,1,3,0,6,1,1,5,85,11
2,1,3,0,6,1,1,5,96,11
2,1,2,0,6,1,1,5,85,11
2,1,8,1,6,1,1,5,96,11
2,1,11,1,6,1,1,5,85,11
2,1,13,1,0,0,1,5,64,11
2,1,16,1,0,0,1,5,56,11
2,1,19,1,1,0,1,5,64,9
2,1,7,1,2,0,1,5,2,11
2,1,17,1,3,0,1,5,7,11
2,1,12,1,3,0,1,5,64,11
2,1,11,1,5,1,1,5,87,11
2,1,10,1,1,0,1,5,30,11
2,1,14,1,2,0,1,5,64,11
2,1,16,1,3,0,1,5,87,11
2,1,12,1,4,0,1,5,85,11
2,1,0,0,5,1,1,5,85,11
2,1,4,0,5,1,1,5,92,11
2,1,9,1,5,1,1,5,85,11
2,1,8,1,5,1,1,5,64,11
2,1,20,1,5,1,1,5,85,11
2,1,16,1,5,1,1,5,1,11
2,1,21,0,5,1,1,5,64,11
2,1,2,0,6,1,1,5,85,11
2,1,2,0,6,1,1,5,85,11
2,1,10,1,6,1,1,5,64,11
2,1,3,0,6,1,1,5,85,11
2,1,21,0,6,1,1,5,85,11
2,1,21,0,6,1,1,5,85,11
2,1,0,0,0,0,1,5,92,11
2,1,19,1,0,0,1,5,64,11
2,1,19,1,0,0,1,5,64,11
2,1,16,1,0,0,1,5,64,11
2,1,18,1,1,0,1,5,85,11
2,1,20,1,2,0,1,5,43,11
2,1,20,1,4,0,1,5,71,11
2,1,0,0,5,1,1,5,7,9
2,1,18,1,5,1,1,5,64,11
2,1,9,1,6,1,1,5,85,11
2,1,6,0,6,1,1,5,82,11
3,2,20,1,0,0,1,5,64,11
3,2,18,1,0,0,1,5,39,11
3,2,22,0,0,0,1,5,120,11
3,2,19,1,2,0,1,5,110,11
3,2,16,1,3,0,1,5,64,11
3,2,14,1,3,0,1,5,87,11
3,2,4,0,4,0,1,5,85,11
3,2,14,1,4,0,1,5,85,11
3,2,12,1,5,1,1,5,85,11
3,2,19,1,6,1,1,5,85,11
3,2,20,1,6,1,1,5,64,11
3,2,19,1,6,1,1,5,85,11
3,2,18,1,0,0,1,5,13,8
3,2,22,0,2,0,1,5,120,11
3,2,7,1,3,0,1,5,120,11
3,2,14,1,3,0,1,5,64,11
3,2,16,1,3,0,1,5,85,11
3,2,19,1,4,0,1,5,87,11
3,2,19,1,4,0,1,5,85,11
3,2,2,0,4,0,1,5,56,11
3,2,18,1,6,1,1,5,85,11
3,2,1,0,2,0,1,5,85,11
3,2,10,1,2,0,1,5,87,11
3,2,18,1,3,0,1,5,87,11
3,2,11,1,3,0,1,5,87,11
3,2,7,1,3,0,1,5,87,11
3,2,18,1,3,0,1,5,87,11
3,2,7,1,3,0,1,5,87,11
3,2,7,1,5,1,1,5,71,11
3,2,10,1,5,1,1,5,64,9
3,2,12,1,6,1,1,5,85,11
3,2,19,1,6,1,1,5,85,11
3,2,23,0,6,1,1,5,71,11
3,2,3,0,6,1,1,5,87,11
3,2,2,0,0,0,1,5,64,11
3,2,14,1,1,0,1,5,64,9
3,2,12,1,1,0,1,5,71,11
3,2,15,1,2,0,1,5,64,11
3,2,1,0,3,0,1,5,56,11
3,2,17,1,3,0,1,5,64,11
3,2,20,1,4,0,1,5,19,11
3,2,4,0,5,1,1,5,19,11
3,2,13,1,6,1,1,5,64,11
3,2,11,1,0,0,1,5,64,11
3,2,17,1,1,0,1,5,120,11
3,2,12,1,2,0,1,5,82,11
4,2,12,1,3,0,2,5,85,11
4,2,20,1,4,0,2,5,85,11
4,2,15,1,5,1,2,5,85,11
4,2,0,0,5,1,2,5,39,9
4,2,22,0,6,1,2,5,71,9
4,2,16,1,6,1,2,5,64,11
4,2,3,0,0,0,2,5,85,11
4,2,11,1,0,0,2,5,17,11
4,2,20,1,1,0,2,5,39,8
4,2,20,1,1,0,2,5,64,11
4,2,4,0,3,0,2,5,85,11
4,2,1,0,3,0,2,5,85,11
4,2,9,1,3,0,2,5,64,11
4,2,4,0,4,0,2,5,85,11
4,2,22,0,4,0,2,5,120,11
4,2,14,1,4,0,2,5,7,9
4,2,13,1,4,0,2,5,19,11
4,2,23,0,5,1,2,5,85,11
4,2,3,0,5,1,2,5,96,11
4,2,2,0,6,1,2,5,85,11
4,2,3,0,6,1,2,5,85,11
4,2,16,1,6,1,2,5,64,11
4,2,17,1,0,0,2,5,19,11
4,2,5,0,2,0,2,5,64,11
4,2,22,0,2,0,2,5,22,8
4,2,17,1,2,0,2,5,7,11
4,2,0,0,4,0,2,5,96,11
4,2,23,0,4,0,2,5,96,11
4,2,18,1,4,0,2,5,64,11
4,2,23,0,5,1,2,5,64,11
4,2,22,0,6,1,2,5,85,11
4,2,6,0,6,1,2,5,71,11
4,2,5,0,0,0,2,5,96,11
4,2,0,0,1,0,2,5,85,11
4,2,14,1,1,0,2,5,64,11
4,2,0,0,2,0,2,5,85,11
4,2,19,1,3,0,2,5,64,9
4,2,10,1,3,0,2,5,87,11
4,2,15,1,3,0,2,5,7,11
4,2,23,0,4,0,2,5,85,11
4,2,13,1,4,0,2,5,39,11
4,2,15,1,4,0,2,5,87,11
4,2,16,1,4,0,2,5,64,11
4,2,6,0,5,1,2,5,7,9
4,2,8,1,5,1,2,5,7,11
4,2,11,1,6,1,2,5,87,11
4,2,8,1,6,1,2,5,7,11
4,2,18,1,6,1,2,5,96,11
4,2,16,1,6,1,2,5,96,11
4,2,16,1,1,0,2,5,64,11
4,2,15,1,1,0,2,5,96,11
4,2,9,1,1,0,2,5,87,11
4,2,1,0,2,0,2,5,96,11
4,2,21,0,2,0,2,5,63,11
4,2,18,1,2,0,2,5,87,11
