@Relation urban_new_2023_fold9_train

@ATTRIBUTE f1_minas          NUMERIC  % Μήνας (1-12)
@ATTRIBUTE f2_epochi         NUMERIC  % Εποχή (1=Χειμ 2=Άνοιξ 3=Καλοκ 4=Φθιν)
@ATTRIBUTE f3_ora            NUMERIC  % Ώρα ημέρας (0-23)
@ATTRIBUTE f4_mera_nyxta     NUMERIC  % Μέρα=1 Νύχτα=0
@ATTRIBUTE f5_imera_evdom    NUMERIC  % Ημέρα εβδομάδας (0=Δευτ 6=Κυρ)
@ATTRIBUTE f6_savvatokyriako NUMERIC  % Σαββ/κο=1 Καθημ=0
@ATTRIBUTE f7_trimino        NUMERIC  % Τρίμηνο (1-4)
@ATTRIBUTE f8_nomos          NUMERIC  % Κωδικός Νομού
@ATTRIBUTE f9_typos_xorou    NUMERIC  % Κωδικός τύπου χώρου
@ATTRIBUTE class             {8,9,11} % 8=Μεγάλη 9=Μεσαία 11=Μικρή

@DATA
1,1,14,1,6,1,1,5,124,9
1,1,20,1,3,0,1,5,103,11
1,1,0,0,0,0,1,5,103,11
1,1,15,1,3,0,1,5,103,11
1,1,9,1,6,1,1,5,93,11
1,1,22,0,0,0,1,5,79,11
2,1,18,1,6,1,1,5,93,11
2,1,22,0,6,1,1,5,66,9
3,2,19,1,0,0,1,5,93,11
3,2,17,1,2,0,1,5,93,11
3,2,0,0,3,0,1,5,93,11
3,2,12,1,6,1,1,5,93,11
3,2,10,1,0,0,1,5,111,11
3,2,12,1,3,0,1,5,93,11
4,2,12,1,2,0,2,5,103,11
4,2,12,1,3,0,2,5,93,11
4,2,11,1,3,0,2,5,103,11
4,2,2,0,6,1,2,5,103,11
4,2,1,0,4,0,2,5,93,11
4,2,12,1,4,0,2,5,103,11
4,2,11,1,1,0,2,5,93,11
4,2,22,0,1,0,2,5,90,11
4,2,13,1,4,0,2,5,90,11
4,2,14,1,5,1,2,5,93,11
4,2,10,1,5,1,2,5,93,11
4,2,20,1,6,1,2,5,93,11
4,2,19,1,2,0,2,5,35,11
4,2,13,1,6,1,2,5,127,11
5,2,15,1,2,0,2,5,127,11
5,2,9,1,3,0,2,5,79,11
5,2,22,0,4,0,2,5,35,11
6,3,7,1,4,0,2,5,103,11
6,3,0,0,3,0,2,5,67,8
7,3,17,1,1,0,3,5,90,11
8,3,23,0,5,1,3,5,112,11
8,3,9,1,5,1,3,5,103,11
8,3,20,1,2,0,3,5,90,11
8,3,14,1,3,0,3,5,63,11
9,4,12,1,5,1,3,5,93,11
9,4,12,1,5,1,3,5,4,11
