14
630
0.290909 1 2 3 0 6 4 0 0 0 0 0 0 0 1
0.290909 1 2 2 0 6 4 0 2 56.7667 0.400854 0.400854 1 2 1
0.290909 1 1 1 0 1 1 0 2 3604.83 0.809939 0.809939 1 2 1
0.290909 1 1 3 0 1 1 0 0 0 0 0 0 0 1
0.290909 1 1 0 0 1 1 0 3 4198.13 0.811083 0.811083 1 3 1
0.290909 1 1 2 0 5 3 0 3 1273.5 0.108179 0.71037 5 2.4 2
0.290909 1 1 2 0 12 5 0 3 177.43 0.618578 0.528325 16 2.0625 1
0.290909 1 0 0 0 1 1 0 2 121.342 0.0294951 0.0294951 1 2 1
0.290909 1 0 2 0 1 1 0 3 173.271 0.102179 0.306752 15 2.06667 1
0.290909 1 0 2 0 1 1 0 3 169.306 0.400039 0.402871 14 2.07143 1
0.290909 1 0 1 0 6 4 0 0 0 0 0 0 0 1
0.290909 1 0 0 0 6 4 0 2 2.62917 0.9338 0.781067 6 2 1
0.290909 1 0 0 1 5 3 0 2 361.737 0.986204 0.664205 3 2 2
0.290909 1 2 2 0 11 5 0 0 0 0 0 0 0 1
0.290909 1 2 2 0 6 4 0 0 0 0 0 0 0 1
0.290909 1 2 2 0 6 4 0 2 0.258333 0.849473 0.604988 8 2 1
0.290909 1 2 1 0 6 4 0 2 21.6715 0.856456 0.657404 6 2 1
0.290909 1 2 3 0 6 4 0 2 20.0403 0.317825 0.420794 7 2 1
0.290909 1 2 3 0 6 4 0 2 7.87361 0.796418 0.874811 2 2 1
0.290909 1 2 0 0 6 4 0 3 368.76 0.684 0.584756 7 2.14286 1
0.290909 1 2 1 1 6 4 0 3 1108.29 0.665901 0.829069 5 2.4 1
0.290909 1 1 3 0 6 4 0 0 0 0 0 0 0 1
0.290909 1 1 3 0 1 1 0 2 17.9208 0.31813 0.226629 2 2 1
0.290909 1 1 2 0 6 4 0 2 643.057 0.605195 0.639438 3 2 1
0.290909 1 1 2 0 6 4 0 2 4776 0.357821 0.357821 1 2 1
0.290909 1 0 3 0 6 4 0 2 5.70694 0.817797 0.460523 7 2 1
0.290909 1 0 0 1 7 3 0 2 3378.65 0.165759 0.165759 1 2 1
0.290909 1 2 0 0 6 4 0 2 0.784028 0.573206 0.563654 3 2 1
