14
16661
55.000000 2.000000 1.000000 2.000000 0.034000 0.040000 0.023000 0.036000 1.000000 3.000000 2.000000 0.000000 3.000000 0.000000 3.000000
55.000000 2.000000 1.000000 3.000000 0.039000 0.034000 0.028000 0.023000 0.000000 3.000000 1.000000 0.000000 1.000000 0.000000 3.000000
55.000000 2.000000 1.000000 2.000000 0.039000 0.039000 0.022000 0.028000 0.000000 3.000000 3.000000 0.000000 2.000000 0.000000 3.000000
55.000000 2.000000 1.000000 1.000000 0.035000 0.039000 0.023000 0.022000 1.000000 3.000000 2.000000 0.000000 3.000000 0.000000 3.000000
55.000000 2.000000 1.000000 2.000000 0.036000 0.035000 0.026000 0.023000 2.000000 3.000000 4.000000 0.000000 3.000000 0.000000 3.000000
55.000000 2.000000 1.000000 3.000000 0.039000 0.036000 0.028000 0.026000 0.000000 3.000000 1.000000 0.000000 1.000000 0.000000 3.000000
55.000000 2.000000 1.000000 2.000000 0.040000 0.039000 0.024000 0.028000 0.000000 3.000000 6.000000 0.000000 4.000000 0.000000 3.000000
55.000000 2.000000 1.000000 2.000000 0.039000 0.040000 0.028000 0.024000 0.000000 3.000000 1.000000 1.000000 1.000000 0.000000 3.000000
55.000000 2.000000 1.000000 2.000000 0.039000 0.039000 0.028000 0.028000 0.000000 3.000000 1.000000 1.000000 1.000000 0.000000 3.000000
55.000000 2.000000 1.000000 3.000000 0.039000 0.039000 0.028000 0.028000 0.000000 3.000000 1.000000 1.000000 1.000000 0.000000 3.000000
55.000000 2.000000 0.000000 2.000000 0.039000 0.039000 0.028000 0.028000 0.000000 3.000000 1.000000 1.000000 1.000000 0.000000 3.000000
55.000000 2.000000 0.000000 2.000000 0.039000 0.039000 0.028000 0.028000 0.000000 3.000000 1.000000 0.000000 1.000000 0.000000 5.000000
55.000000 2.000000 0.000000 0.000000 0.036000 0.039000 0.021000 0.028000 0.000000 5.000000 7.000000 0.000000 3.000000 0.000000 3.000000
55.000000 2.000000 2.000000 1.000000 0.035000 0.036000 0.023000 0.021000 1.000000 3.000000 2.000000 0.000000 3.000000 1.000000 4.000000
55.000000 2.000000 2.000000 0.000000 0.039000 0.035000 0.020000 0.023000 0.000000 4.000000 8.000000 0.000000 2.000000 0.000000 3.000000
55.000000 2.000000 1.000000 2.000000 0.039000 0.039000 0.022000 0.020000 0.000000 3.000000 3.000000 1.000000 2.000000 0.000000 3.000000
55.000000 2.000000 1.000000 0.000000 0.038000 0.039000 0.020000 0.022000 1.000000 3.000000 3.000000 0.000000 2.000000 0.000000 3.000000
55.000000 2.000000 1.000000 2.000000 0.037000 0.038000 0.020000 0.020000 0.000000 3.000000 5.000000 0.000000 3.000000 0.000000 3.000000
55.000000 2.000000 1.000000 1.000000 0.038000 0.037000 0.020000 0.020000 1.000000 3.000000 3.000000 0.000000 2.000000 0.000000 3.000000
55.000000 2.000000 1.000000 0.000000 0.034000 0.038000 0.025000 0.020000 1.000000 3.000000 2.000000 0.000000 3.000000 0.000000 3.000000
55.000000 2.000000 0.000000 3.000000 0.036000 0.034000 0.025000 0.025000 0.000000 3.000000 4.000000 0.000000 3.000000 0.000000 3.000000
55.000000 2.000000 0.000000 2.000000 0.037000 0.036000 0.021000 0.025000 1.000000 3.000000 7.000000 0.000000 3.000000 0.000000 3.000000
55.000000 2.000000 0.000000 2.000000 0.034000 0.037000 0.026000 0.021000 0.000000 3.000000 2.000000 0.000000 3.000000 0.000000 4.000000
55.000000 2.000000 0.000000 1.000000 0.037000 0.034000 0.021000 0.026000 1.000000 4.000000 7.000000 0.000000 3.000000 0.000000 3.000000
55.000000 2.000000 0.000000 0.000000 0.037000 0.037000 0.019000 0.021000 0.000000 3.000000 5.000000 1.000000 3.000000 0.000000 3.000000
55.000000 2.000000 0.000000 3.000000 0.037000 0.037000 0.020000 0.019000 1.000000 3.000000 5.000000 0.000000 3.000000 0.000000 3.000000
55.000000 2.000000 0.000000 3.000000 0.036000 0.040000 0.025000 0.028000 0.000000 2.000000 4.000000 0.000000 3.000000 0.000000 3.000000
55.000000 2.000000 0.000000 0.000000 0.040000 0.036000 0.029000 0.025000 0.000000 3.000000 1.000000 1.000000 1.000000 0.000000 3.000000
55.000000 2.000000 0.000000 0.000000 0.040000 0.040000 0.029000 0.029000 0.000000 3.000000 1.000000 0.000000 1.000000 0.000000 3.000000
55.000000 2.000000 2.000000 0.000000 0.041000 0.040000 0.019000 0.029000 0.000000 3.000000 11.000000 0.000000 5.000000 0.000000 3.000000
55.000000 2.000000 2.000000 1.000000 0.038000 0.041000 0.022000 0.019000 0.000000 3.000000 3.000000 0.000000 2.000000 0.000000 3.000000
55.000000 2.000000 2.000000 0.000000 0.034000 0.038000 0.026000 0.022000 0.000000 3.000000 2.000000 0.000000 3.000000 0.000000 3.000000
55.000000 2.000000 2.000000 0.000000 0.038000 0.034000 0.036000 0.026000 0.000000 3.000000 1.000000 0.000000 1.000000 0.000000 3.000000
55.000000 2.000000 2.000000 3.000000 0.041000 0.038000 0.019000 0.036000 0.000000 3.000000 11.000000 0.000000 5.000000 0.000000 3.000000
