26
5663
1 1 40 0 0 0 0 0 0 0 0 24 0 6 0 0 3 0 1 0 0 0 0 0 0 94 4
1 1 40 4 0 0 0 0 0 0 0 24 16 18 0 7 11 0 7 0 1 0 0 0 0 1067 4
1 1 40 0 0 0 0 0 0 0 0 6 0 8 0 0 4 0 0 0 0 0 0 0 0 72 4
1 1 40 0 0 0 0 0 0 0 0 15 0 15 0 0 3 0 1 0 0 0 0 0 0 28 4
2 1 30 0 3 0 0 0 0 0 0 11 0 15 0 0 4 4 0 0 0 0 0 0 0 75 4
3 1 30 0 0 0 0 0 1 0 0 6 0 4 0 0 1 2 0 0 0 0 0 0 0 330 4
3 1 40 0 10 0 0 0 0 0 0 24 0 10 0 0 5 4 0 0 0 2 0 0 0 15930 4
3 1 40 0 0 0 1 0 0 0 0 4 0 12 0 0 2 0 0 0 0 0 0 0 0 150 2
3 1 40 0 0 0 1 0 0 0 0 10 0 6 0 0 3 2 0 0 0 0 0 0 0 73 4
3 1 40 0 0 0 0 0 0 0 0 7 0 10 0 0 3 4 0 0 0 0 0 0 0 101 4
3 1 40 0 0 0 2 0 0 0 0 10 0 4 0 0 5 3 0 0 0 0 0 0 0 123 4
3 1 50 30 0 0 0 0 0 0 0 12 0 5 0 0 2 3 0 0 0 0 0 0 0 111 3
3 1 50 1 0 0 0 0 0 0 0 10 0 0 0 0 4 0 0 0 0 0 0 0 0 724 4
4 1 40 0 0 0 0 0 0 0 0 6 0 2 0 7 2 1 2 0 0 0 0 0 0 78 4
5 1 20 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 95 4
5 1 30 0 1 0 0 0 0 0 0 9 0 0 0 0 2 0 0 0 0 0 0 0 0 145 4
5 1 40 0 1 0 0 0 0 0 0 8 0 4 0 0 2 2 0 0 0 0 0 0 0 46 2
5 1 40 0 15 0 0 0 0 0 0 14 0 10 0 1 10 0 1 0 0 0 0 0 0 1390 4
5 1 40 0 2 0 0 0 0 0 0 16 0 0 0 2 7 0 0 0 0 0 0 0 0 211 4
5 1 40 0 2 0 0 0 0 0 0 14 0 6 0 0 6 0 0 0 0 0 0 0 0 244 4
