15
959
222.2 29 1 0 0 1 1 0 1 0 0 0 83 1.60361 0.827894 5.5
10 37 0 0 0 0 0 0 1 0 0 1 4 3.125 0.549432 6.1
10 37 0 0 0 0 0 0 0 0 0 1 14 3.57857 0.214405 5.4
17.4 34 1 0 0 0 0 0 0 0 0 0 15 3.52667 0.229395 6.6
20.4 18 0 0 1 1 0 0 0 0 0 0 42 2.70476 0.924006 5.2
28 26 1 0 0 0 0 0 0 0 0 0 7 2.7 0.860233 5
10 46 1 1 0 1 0 0 0 0 0 0 20 3.09 0.579569 5.4
118.5 68 1 0 0 1 0 0 0 0 0 0 56 2.38214 1.16283 5.1
8 12 0 0 0 0 0 0 0 0 0 0 396 1.53106 1.03987 5
70.7 41 1 0 0 0 0 0 0 0 0 0 4 2.725 0.621993 5.6
117.4 8 1 0 0 1 0 0 0 0 0 0 32 2.59375 0.918878 5.1
57.2 26 1 0 0 0 0 0 0 0 0 0 17 3.00588 0.756517 5.1
22.5 34 1 0 0 1 0 0 0 0 0 0 16 3.35 0.401559 5.1
27.8 41 1 0 0 1 0 0 0 0 0 0 131 1.89237 0.778687 5.3
10 65 0 0 0 0 0 0 0 0 0 1 2 3.05 0.45 5.6
107.5 44 1 1 0 1 0 0 0 0 0 0 4 1.925 0.878564 5.2
10 52 0 0 0 0 0 0 0 0 0 1 32 2.45938 0.800336 6.2
34.2 56 1 0 0 1 0 0 0 0 0 0 2 3.65 0.15 5.6
97 66 0 0 0 0 0 0 0 0 0 0 21 1.57619 0.653128 5
76 41 1 0 0 0 0 0 0 0 0 0 2 2.3 0.2 5.1
12.6 18 0 0 1 1 0 0 0 0 0 0 14 3.17143 0.629545 5.1
10 31 0 0 0 0 0 0 0 0 0 1 1 3.3 0 5.1
520.6 41 1 0 0 1 0 0 0 0 0 0 6 3.1 0.51316 5.4
44.1 44 1 1 0 1 0 0 0 0 0 0 13 2.33077 0.653258 5.4
10 32 0 0 0 0 0 0 0 0 0 1 22 2.55 0.872171 5.3
10 32 0 0 0 0 0 0 0 0 0 1 14 2.27857 0.573434 5.2
28.2 44 1 1 0 1 0 0 0 0 0 0 8 2.525 0.769334 5.1
44.8 26 1 0 0 0 0 0 0 0 0 0 12 3.125 0.577531 5.4
13 31 0 0 0 0 0 0 0 0 0 1 11 1.20909 0.439947 5
21.9 71 1 0 0 0 0 0 0 0 0 0 5 1.48 0.285657 5.3
5.3 31 0 0 0 0 0 0 0 0 0 1 2 3.4 0 6.2
17.7 34 1 0 0 0 0 0 0 0 0 0 8 3.5 0.165831 5.2
33 34 1 0 0 0 0 0 0 0 0 0 13 2.00769 1.02542 5.1
53.3 41 1 0 0 1 0 0 0 0 0 0 36 1.775 1.07066 5.6
392 15 1 0 0 1 0 0 0 0 0 1 12 3.06667 0.974964 5.5
10 73 0 0 0 0 0 0 0 0 0 0 84 2.89405 0.385867 5.3
17.1 26 1 0 0 0 0 0 0 0 0 0 10 3.13 1.03735 5
28.9 29 1 0 0 1 1 0 1 0 0 0 6 3.68333 0.134371 5.5
45.5 11 1 0 0 0 0 0 0 0 0 0 8 2.3625 0.630352 5.5
15 34 1 0 0 0 0 0 0 0 0 0 7 2.27143 1.10287 5.3
10 3 1 0 0 0 0 0 1 0 0 0 1 1.8 0 5.3
10 3 1 0 0 0 0 0 1 0 0 0 1 1.8 0 5.2
10 11 1 0 0 1 0 0 0 0 0 0 1 3 0 5.3
15 34 1 0 0 0 0 0 0 0 0 0 4 1.85 0.983616 5.4
15 34 1 0 0 0 0 0 0 0 0 0 1 3.8 0 5
33 54 1 0 0 1 0 0 0 0 0 1 2 3.6 0.2 5.4
33 34 1 0 0 0 0 0 0 0 0 0 2 1.4 0.3 5.8
10 65 0 0 0 0 0 0 0 0 0 1 22 1.96364 0.663013 5.3
10 65 0 0 0 0 0 0 0 0 0 1 160 2.45188 0.911316 5.1
10 37 0 0 0 0 0 0 1 0 0 1 12 2.45 1.00871 5.6
29.6 34 1 0 0 0 0 0 0 0 0 0 23 3.02174 0.624121 5.3
14.1 31 0 0 0 0 0 0 1 0 0 0 136 2.45588 0.909409 6.2
27.4 26 1 0 0 0 0 0 0 0 0 0 18 2.83333 1.11206 5.4
142.7 64 1 0 0 1 0 0 0 0 0 0 15 2.56667 1.0222 5.1
67.6 26 1 0 0 1 0 0 0 0 0 0 25 2.696 0.905751 5.3
41.7 44 1 0 0 0 0 0 0 0 0 0 22 2.66818 0.854606 5.7
10.1 14 0 0 0 0 0 0 0 0 0 0 19 2.33684 1.05042 5.2
31.6 44 1 0 0 0 0 0 0 0 0 0 12 2.64167 0.945567 5.3
61.4 26 1 0 0 0 0 0 0 0 0 0 34 2.14118 0.717888 5.2
39 30 0 0 0 0 0 0 0 0 0 0 8 2.25 0.685565 5
9.1 14 0 0 0 0 0 0 0 0 0 0 17 2.69412 0.898673 5.4
8.9 14 0 0 0 0 0 0 0 0 0 0 7 2.45714 1.33294 6.3
10 32 0 0 0 0 0 0 0 0 0 1 18 2.64444 1.07612 5.2
106.9 12 0 0 0 0 0 0 0 0 0 0 20 2.58 0.957914 5.1
9 26 1 0 0 0 0 0 0 0 0 0 40 1.975 0.880554 5
51.3 34 1 1 0 1 1 0 0 0 0 0 23 2.93478 0.627354 6
286.3 34 1 0 0 0 0 0 0 0 0 0 44 2.56136 1.05835 5
10 63 0 0 0 0 0 0 1 0 0 0 12 3.05 0.723994 5.1
13.7 61 0 0 0 0 0 0 0 0 0 0 28 2.93214 0.617051 5.1
202.9 64 1 0 1 0 0 0 0 0 0 0 9 2.97778 0.807985 5.1
15 26 1 0 0 0 0 0 0 0 0 0 95 2.34105 0.902102 5
10 47 0 0 0 0 0 0 0 0 0 1 17 2.81176 0.956638 5.8
45.4 34 1 1 0 1 1 0 0 0 0 0 5 3.34 0.195959 5
0 71 1 0 0 0 0 0 0 0 0 0 60 2.51667 1.04931 5.4
35.8 30 0 0 0 0 0 0 0 0 0 0 9 3.08889 0.609999 5.3
26.3 30 0 0 0 0 0 0 0 0 0 0 11 2.39091 0.978361 5.4
10 65 0 0 0 0 0 0 1 0 0 0 7 3.41429 0.628896 5.3
10 6 0 0 0 0 0 0 0 0 0 0 5 2.74 1.0837 5.5
38.4 56 1 0 0 1 0 0 0 0 0 0 6 3.23333 0.797217 5
26.2 2 0 0 0 0 0 0 0 0 0 0 8 2.5875 0.598827 5.3
6.3 56 1 0 0 1 0 0 0 0 0 0 23 2.4913 0.758668 5.4
16.6 56 1 0 0 1 0 0 0 0 0 0 21 2.51905 0.834734 5.6
17.7 56 1 0 0 1 0 0 0 0 0 0 2 1.8 1.2 5.7
47.6 41 1 0 0 1 0 0 0 0 0 0 8 3.0375 0.993652 5
23.6 56 1 0 0 1 0 0 0 0 0 0 18 2.98333 0.704943 5.2
25.2 56 1 0 0 1 0 0 0 0 0 0 12 3.08333 0.716279 5.3
10 49 1 0 0 1 0 0 0 0 0 0 25 2.824 0.506186 5.3
11.9 49 1 0 0 1 0 0 0 0 0 0 6 3.15 0.906918 5.4
10 47 0 0 0 0 0 0 0 0 0 1 6 3.21667 0.575664 5.2
10 47 0 0 0 0 0 0 0 0 0 1 15 2.69333 0.938415 5.1
173 26 1 0 0 0 0 0 0 0 0 0 41 3.51951 0.486009 5.2
10 31 0 0 0 0 0 0 0 0 0 1 11 2.53636 0.954675 5.5
21.4 56 1 0 0 1 0 0 0 0 0 0 3 3.63333 0.188562 5.4
13.7 56 1 0 0 1 0 0 0 0 0 0 12 2.65833 0.838111 6.7
10 21 0 0 0 0 0 0 0 0 0 1 15 2.42 0.80928 5.2
15 56 1 0 0 1 0 0 0 0 0 0 41 1.91951 0.860011 5.5
14.1 14 0 0 0 0 0 0 0 0 0 0 16 2.21875 0.864739 5.1
10 30 0 0 0 0 0 0 0 0 0 0 53 2.81132 0.947023 5.2
15 56 1 0 0 1 0 0 0 0 0 0 9 2.44444 0.910569 5.2
15 56 1 0 0 1 0 0 0 0 0 0 1 2.1 0 7.3
27.8 44 0 1 0 0 0 0 0 0 0 0 23 2.73043 0.909101 5.1
33 34 1 0 0 0 0 0 0 0 0 0 9 2.31111 0.997156 5
6.2 56 1 0 0 1 0 0 0 0 0 0 15 2.59333 0.885036 5.1
19 56 1 0 0 1 0 0 0 0 0 0 7 3.15714 0.832993 5
14.9 56 1 0 0 1 0 0 0 0 0 0 3 1.66667 0.20548 5
10 56 1 0 0 1 0 0 0 0 0 0 35 2.94 0.714823 5.1
15 56 1 0 0 1 0 0 0 0 0 0 36 2.69444 0.856979 5
16.7 56 1 0 0 1 0 0 0 0 0 0 8 3.025 0.833292 5.8
28.3 56 1 0 0 1 0 0 0 0 0 0 67 2.47015 0.990253 7
146.1 15 1 0 0 1 0 0 0 0 0 1 9 3.34444 0.346766 5.2
131.1 26 1 0 0 0 0 0 0 0 0 0 9 2.4 0.844591 5
29.4 11 1 0 0 0 0 0 0 0 0 0 19 3.56842 0.220174 6.1
551.9 64 0 0 0 0 0 0 0 0 0 0 57 2.76316 0.917975 5.7
42.4 26 0 0 1 0 0 0 0 0 0 0 2 2.85 0.15 5.4
24.8 41 1 0 0 0 0 0 0 0 0 0 7 2.14286 0.129363 5
33 34 1 0 0 0 0 0 0 0 0 0 36 2.30556 0.825949 5
41 26 1 0 0 1 0 0 0 0 0 0 125 2.316 0.929895 5
33 30 0 0 0 0 0 0 0 0 0 0 162 1.88086 0.923328 5.1
40.4 30 0 0 0 0 0 0 0 0 0 0 34 2.45882 0.880547 5.2
4.2 41 1 0 0 1 0 0 0 0 0 0 41 2.60732 0.915288 5.2
5 5 1 0 0 1 0 0 0 0 0 0 25 2.524 0.98804 5.6
36.4 41 1 0 0 0 0 0 0 0 0 0 34 2.50882 0.896519 5.2
14.3 60 1 0 0 0 0 0 0 0 0 0 46 2.11522 0.905531 5.3
40.1 30 0 0 0 0 0 0 0 0 0 0 18 2.66667 0.823947 5
9 30 0 0 0 0 0 0 0 0 0 0 53 2.30943 0.834009 6
47.9 30 0 0 0 0 0 0 0 0 0 0 14 2.59286 1.12279 5
32 30 0 0 0 0 0 0 0 0 0 0 18 2.32222 1.0119 5.4
27.5 34 0 1 0 1 0 0 0 0 0 0 7858 0.966595 0.683891 5
7.4 34 0 0 0 0 0 0 0 0 0 1 50 2.69 0.830482 5.2
69.5 34 1 0 0 1 0 0 0 0 0 0 68 2.52941 0.903434 5.3
10 5 1 0 0 1 0 0 0 0 0 0 24 2.49583 0.894185 5.6
239.5 15 1 0 0 1 0 0 0 0 0 1 20 2.515 1.16158 5.5
18 12 1 0 0 1 0 0 0 0 0 0 52 2.18846 1.05696 5.3
123.7 64 1 0 0 0 0 0 0 0 0 0 320 2.49 0.902233 5.2
60 34 1 1 0 1 1 0 0 0 0 0 42 2.56905 0.893758 5.2
20.1 41 1 0 0 1 0 0 0 0 0 0 10 2.32 1.12942 5.7
108.4 12 0 0 0 0 0 0 0 0 0 0 45 2.36 0.661446 5.3
225.1 8 1 0 0 1 0 0 0 0 0 0 121 3.06116 0.602937 5.3
10 32 0 0 0 0 0 0 0 0 0 1 58 2.18448 1.03321 5.4
10 32 0 0 0 0 0 0 0 0 0 1 32 2.47812 0.876333 5.7
10.9 32 0 0 0 0 0 0 0 0 0 1 29 2.54138 1.02773 5.3
10 32 0 0 0 0 0 0 0 0 0 1 37 2.63243 1.06873 5.1
10 32 0 0 0 0 0 0 0 0 0 1 72 2.59306 0.881496 5.1
10 32 0 0 0 0 0 0 0 0 0 1 21 2.79524 0.763124 5.1
32.7 41 1 0 0 1 0 0 0 0 0 0 28 2.42857 0.916849 5.3
10 21 0 0 0 0 0 0 0 0 0 1 29 2.21379 1.01564 5.4
26.3 64 0 0 0 0 0 0 0 0 0 0 46 2.63913 0.779487 5.1
10 1 0 0 0 0 0 0 1 0 0 0 29 2.44483 0.920489 5.2
19.2 60 1 0 0 0 0 0 0 0 0 0 55 2.60182 0.945322 5.4
14.7 14 0 0 0 0 0 0 0 0 0 0 41 2.47317 0.942499 6
290.9 41 1 0 0 0 0 0 0 0 0 0 52 2.35962 0.920965 6.1
14.4 30 0 0 0 0 0 0 0 0 0 0 54 2.28519 1.03823 5.1
58.6 59 1 1 0 1 0 0 0 0 0 0 22 2.39545 1.13997 5.5
31.9 44 1 1 0 0 0 0 0 0 0 0 34 2.73824 0.993513 5.1
207.4 30 0 0 0 0 0 0 0 0 0 0 30 2.41 1.08023 5.6
10 52 0 0 0 0 0 0 0 0 0 1 16 2.675 1.025 5.2
19.3 26 1 0 0 0 0 0 0 0 0 0 31 2.32581 0.815166 5
74.9 26 1 0 0 0 0 0 0 0 0 0 17 2.67647 0.73607 5.3
8.2 19 0 0 0 0 0 0 0 0 0 1 34 2.67647 0.531401 5.6
10 21 0 0 0 0 0 0 0 0 0 1 234 2.50085 0.866025 6
16 30 0 0 0 0 0 0 0 0 0 0 37 2.34865 0.957932 5.6
11 14 0 0 0 0 0 0 0 0 0 0 214 2.46963 0.866922 5.1
33.8 30 0 0 0 0 0 0 0 0 0 0 72 2.14722 1.08972 5
35.7 34 1 0 0 0 0 0 0 0 0 1 34 2.78529 0.680887 5.4
85.9 26 1 0 0 0 0 0 0 0 0 0 15 2.61333 0.721911 5
5.3 65 0 0 0 0 0 0 0 0 0 1 24 3.0375 0.633648 5.3
23.6 44 1 0 0 0 0 0 0 0 0 0 26 2.31538 0.963045 5.2
64.2 11 1 0 0 0 0 0 0 0 0 0 30 2.56 0.862786 5.1
4.8 18 0 0 1 1 0 0 0 0 0 0 29 2.46207 0.898049 5.1
70.1 11 1 0 0 0 0 0 0 0 0 0 61 3.44754 0.529957 5.2
65.1 11 1 0 0 0 0 0 0 0 0 0 19 2.63158 0.885588 6.2
33 34 1 0 0 0 0 0 0 0 0 0 72 2.26389 0.911395 5
19.4 26 1 0 0 0 0 0 0 0 0 0 29 2.48276 0.84162 5.1
10 37 0 0 0 0 0 0 0 0 0 1 81 2.48148 0.929504 5.2
13.6 14 1 0 0 1 0 0 0 0 0 0 22 2.30455 0.786521 5.1
10 36 0 0 0 1 0 0 1 0 0 0 36 2.625 0.81424 5.2
75 15 1 0 0 1 0 0 0 0 0 1 479 2.49916 0.885041 5
53.2 11 1 0 0 0 0 0 0 0 0 1 185 2.3627 1.09172 6.2
68.8 11 1 0 0 0 0 0 0 0 0 0 82 2.2878 0.858443 5.5
13 60 1 0 0 0 0 0 0 0 0 0 47 2.22128 0.763791 5.1
100 34 1 0 0 0 0 0 0 0 0 0 126 2.67381 0.836203 5
10 36 0 0 0 1 0 0 1 0 0 0 58 2.3931 0.93419 5.5
10 36 0 0 0 1 0 0 1 0 0 0 442 2.8957 0.447926 5.7
10 65 0 0 0 0 0 0 0 0 0 1 29 2.63103 1.03528 5.1
10 52 0 0 0 0 0 0 0 0 0 1 32 2.60313 0.839823 5.4
88.1 34 1 0 0 0 0 0 0 0 0 0 101 2.61485 0.886353 6.6
15 30 0 0 0 0 0 0 0 0 0 0 514 1.71634 1.07501 5.2
50.8 41 1 0 0 0 0 0 0 0 0 0 58 2.44828 0.991732 5
43 4 1 0 0 1 0 0 0 0 0 0 85 2.59059 0.78315 5.1
10 21 0 0 0 0 0 0 0 0 0 1 46 2.5 0.873026 5.1
10 21 0 0 0 0 0 0 0 0 0 1 43 2.66047 0.911717 5.3
139.7 44 1 0 0 1 0 0 0 0 0 0 32 2.65 0.890576 5.4
10 52 0 0 0 0 0 0 0 0 0 1 380 1.56026 0.691889 5.6
41.9 11 1 0 0 0 0 0 0 0 0 0 94 2.46809 0.942971 5
10 70 0 0 0 0 0 0 0 0 0 1 77 2.35844 0.998616 5.3
163.3 15 1 0 0 1 0 0 0 0 0 1 39 2.6359 0.951244 5.7
15 34 1 0 0 0 0 0 0 0 0 0 55 2.11636 0.83465 5.2
158.3 15 1 0 0 1 0 0 0 0 0 1 60 2.645 0.825111 5.8
34.1 34 1 1 0 1 1 0 0 0 0 0 29 2.44483 0.903856 6
113.2 34 1 0 0 0 0 0 0 0 0 0 141 2.31844 0.639326 5.4
25.6 34 1 0 0 0 0 0 0 0 0 0 45 2.35556 0.85181 5.6
30.4 34 1 0 0 0 0 0 0 0 0 0 59 3 0.846929 5
29 41 0 1 0 1 0 0 0 0 0 0 49 2.35306 0.894907 5.3
33.7 34 1 0 0 0 0 0 0 0 0 0 44 2.42273 0.967157 5.3
10.5 21 1 0 0 0 0 0 0 0 0 0 54 2.4463 1.02229 5.9
84.9 34 1 0 0 0 0 0 0 0 0 0 41 2.43902 0.866132 5
50.7 26 1 0 0 0 0 0 0 0 0 0 43 2.55116 0.874808 5.1
17.7 34 1 0 0 0 0 0 0 0 0 1 417 2.47362 0.918958 5
74.2 41 1 0 0 1 0 0 0 0 0 0 66 2.71061 0.718401 5
52.8 34 1 1 0 1 1 0 0 0 0 0 31 2.67419 0.930476 5.4
10 37 0 0 0 0 0 0 0 0 0 1 25 2.492 1.01427 6.3
21.5 11 1 0 0 1 0 0 1 0 0 0 69 2.63043 0.830279 5.4
14.5 32 0 0 0 0 0 0 0 0 0 1 290 2.4669 0.889793 5.3
67 13 0 0 0 0 0 0 0 0 0 0 5289 2.03401 0.527818 5
10 21 0 0 0 0 0 0 0 0 0 1 59 2.34915 1.03488 5.4
1 26 1 0 0 0 0 0 0 0 0 0 29 2.75172 0.855256 5
24 30 0 0 0 0 0 0 0 0 0 0 177 2.30339 1.09074 5.1
168.5 12 0 0 0 0 0 0 0 0 0 0 82 2.36707 0.720273 6.5
10 65 0 0 0 0 0 0 0 0 0 1 17 2.53529 0.992881 5.3
10 7 0 0 0 0 0 0 0 0 0 1 201 2.4408 0.979911 5
38.2 41 1 0 0 1 0 0 0 0 0 0 346 2.47168 0.915762 5.5
20.9 34 1 0 0 1 0 0 0 0 0 0 233 2.82833 0.585933 5.5
30 34 1 1 0 1 1 0 0 0 0 0 114 1.95789 0.914397 5.4
25.6 34 1 0 0 1 0 0 0 0 0 0 52 2.7 0.902774 5.6
18 59 1 1 0 1 0 0 0 0 0 0 161 2.5472 0.843982 5.2
108.8 41 1 0 0 1 0 0 0 0 0 0 67 2.88507 0.803027 5.4
41 59 1 1 0 1 0 0 0 0 0 0 220 2.375 0.860001 5.4
174.8 26 1 0 0 1 0 0 0 0 0 0 63 2.50159 0.80878 5
102.4 64 1 0 0 0 0 0 0 0 0 0 91 2.56154 0.907692 5
15.8 27 1 0 0 0 0 0 0 0 0 1 208 2.57452 0.878249 5.1
17 18 1 0 0 0 0 0 0 0 0 0 64 2.43281 0.969706 6.3
10 65 0 0 0 0 0 0 0 0 0 1 51 2.52353 0.821187 5.4
10 65 0 0 0 0 0 0 0 0 0 1 192 2.62865 0.873905 5.5
10 65 0 0 0 0 0 0 0 0 0 1 154 2.47532 0.914906 5.2
82.1 26 1 0 0 0 0 0 0 0 0 0 193 2.42073 0.918032 5.6
93.3 34 1 0 0 0 0 0 0 0 0 0 66 2.54545 0.818013 5
10.1 73 0 0 0 0 0 0 0 0 0 0 42 2.58571 0.931607 5.1
10 65 0 0 0 0 0 0 0 0 0 1 57 2.30526 0.893136 5.2
10 65 0 0 0 0 0 0 0 0 0 1 106 2.58774 0.914424 5.2
154.5 64 0 0 0 0 0 0 0 0 0 0 218 3 0.727885 5.2
10 12 0 0 0 0 0 0 0 0 0 0 52 2.31346 0.922586 5
16.6 30 0 0 0 0 0 0 0 0 0 0 304 1.89737 0.811224 5.3
127.1 15 1 0 0 1 0 0 0 0 0 1 49 2.77143 0.964048 5.2
10 37 0 0 0 0 0 0 0 0 0 1 58 2.51724 0.865655 5.4
282 34 0 0 0 0 0 0 0 0 0 1 44 2.33409 0.878258 5
54.8 11 1 0 0 1 0 0 0 0 0 0 331 2.55136 0.898248 5.2
