54
7096
240 1 0 40 0 0 0 5 0 0 18 5 0 0 1 5 0 1 1 1 0 1 0 0 38.25433 23.78543 16.0755004882813 51.6768989562988 6.1254997253418 0 0 6 0.151551678776741 0.883808672428131 5.11656141281128 7.78799057006836 309.289367675781 303.690093994141 41624.546875 35136.65625 9.97550010681152 86.4938735961914 7.82550001144409 0 3 100 0.0188780259341002 0.165862441062927 5.62337970733643 9.36691951751709 129.805526733398 177.797454833984 41918.68359375 32148.07421875 1
240 1 0 1 0 0 0 0 0 0 3 0 5 0 0 1 0 0 0 0 0 0 0 0 38.25433 23.78543 13.9755001068115 61.4331932067871 6.67549991607666 0 0 11 0.0943462252616882 0.616312444210053 10.7398319244385 18.5041389465332 320.440368652344 307.092926025391 44014.2734375 36151.32421875 10.1254997253418 72.8627014160156 5.47550010681152 0 0 9 0.0046529034152627 0.336635828018189 5.86037540435791 14.4718208312988 259.380401611328 275.710510253906 44014.2734375 36151.32421875 0
240 1 0 0 0 0 0 0 2 0 2 0 0 0 0 1 1 0 0 0 0 0 0 0 38.25433 23.78543 18.925500869751 62.1679992675781 11.5255002975464 0 3 93 0.213539853692055 0.827923059463501 2.18979454040527 3.09683704376221 99.4622497558594 144.46223449707 45642.18359375 40042.90234375 11.2755002975464 68.9131927490234 5.77549982070923 0 1 30 0.0122025860473514 0.416273534297943 6.87778949737549 17.555305480957 227.121109008789 254.538726806641 45642.18359375 40042.90234375 0
240 1 0 0.02 0 0 0 0 0 0 5 0 0 0 0 2 0 0 0 0 0 0 0 0 38.25433 23.78543 27.5255012512207 40.2693977355957 12.8254995346069 0 0 0 0.136548459529877 2.19598627090454 6.2871298789978 9.82608795166016 346.759460449219 331.557159423828 53078.625 47535.7109375 25.8255004882813 47.5067329406738 13.8254995346069 0 0 1 0.0335965305566788 1.74632954597473 2.59599685668945 5.69209957122803 56.3099136352539 341.56494140625 53078.625 47535.7109375 0
240 1 0 0 0 0 200 5 0 0 9 6 3 0 2 6 6 0 0 1 0 0 2 0 38.25433 23.78543 26.2755012512207 39.0064010620117 11.2255001068115 0 0 7 0.143473774194717 2.08405303955078 8.04984474182129 12.1443309783936 79.6952133178711 78.0238876342773 44795.9609375 40740.5 21.175500869751 51.4634017944336 10.7755002975464 0 0 2 0.0325925722718239 1.22068953514099 5.80482530593872 7.9932975769043 172.875076293945 97.7650833129883 44795.9609375 40740.5 0
3 1 0.5 0 0 0 0 0 0 0 8 0 10 0 0 3 0 0 0 0 0 0 0 0 38.25433 23.78543 23.425500869751 36.550952911377 7.72550010681152 0 0 0 0.0930965319275856 1.82968235015869 7.62826299667358 13.1830797195435 160.709854125977 124.992095947266 52168.94921875 47165.0625 22.2755012512207 40.269344329834 8.1254997253418 0 0 2 0.0395297184586525 1.60668289661408 5.15441560745239 9.08598804473877 167.905258178711 123.690101623535 52168.94921875 47165.0625 0
3 1 0 0.02 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 38.12466 23.66863 20.4050006866455 63.3261871337891 13.2049999237061 2.09999990463257 61 91 0.278497129678726 0.879575848579407 8.28782176971436 10.7999992370606 272.489501953125 270 53184.875 44355.015625 18.855001449585 69.043701171875 13.0549993515015 1.39999997615814 61 91 0.126836627721787 0.674426317214966 4.8029990196228 7.07287788391113 257.00537109375 255.256393432617 53184.875 44355.015625 0
3 1 0 0.07 0 0 0 0 0 0 14 0 16 0 0 7 0 0 0 0 0 0 0 0 38.25433 23.78543 23.6255016326904 54.5327339172363 13.9254999160767 0 2 53 0.272826582193375 1.32660567760468 5.31533622741699 5.99159383773804 61.6993408203125 57.2647857666016 53267.1953125 47539.78515625 23.7755012512207 52.1442642211914 13.3754997253418 0 1 39 0.204438239336014 1.40898561477661 4.1046314239502 4.21369171142578 37.8750534057617 19.9831981658936 53267.1953125 47539.78515625 0
3 1 0.01 0 0 0 0 0 0 0 4 0 4 0 0 2 0 0 0 2 0 0 0 0 38.15068 23.75288 24.6735000610352 55.8634033203125 15.2735004425049 3.20000004768372 63 34 0.391217082738876 1.37108325958252 6.43987607955933 8.65498638153076 206.564987182617 196.927597045898 53007.4375 47650.2578125 19.5734996795654 59.7016944885254 11.5235004425049 0 0 1 0.0124033382162452 0.918156504631043 4.39436006546021 8.53435325622559 304.992095947266 297.645874023438 53007.4375 47650.2578125 1
3 1 0.03 0 0 0 0 0 0 0 17 4 4 0 0 7 0 0 0 0 0 0 0 0 38.15068 23.75288 26.6235008239746 42.0389595031738 12.6735000610352 0 1 33 0.34659668803215 2.02126216888428 7.96893882751465 10.3902263641357 198.435043334961 194.036270141602 53007.4375 47650.2578125 24.5235004425049 45.9320869445801 12.1234998703003 0 0 8 0.128592953085899 1.66494536399841 5.90443897247315 10.6853914260864 217.568664550781 212.619232177734 53007.4375 47650.2578125 0
