55
8616
1 1 40 0 0.02 0 0 0 0 0 0 3 0 3 0 0 2 0 0 0 0 0 0 0 0 37.94947 23.77839 23.1580009460449 63.3228034973145 15.8079996109009 0 1 42 0.090823657810688 1.04029142856598 14.372974395752 23.8280830383301 202.067947387695 206.952102661133 53166.86328125 30782.44140625 23.1580009460449 63.3228034973145 15.8079996109009 0 1 42 0.090823657810688 1.04029142856598 14.372974395752 23.8280830383301 202.067947387695 206.952102661133 53166.86328125 30782.44140625 0
1 1 40 0 1.5 0 0 0 0 0 0 20 0 15 0 0 12 9 1 0 0 0 0 0 0 37.94947 23.77839 32.2080001831055 40.0122833251953 16.9080009460449 0 0 0 0.720289766788483 2.88448786735535 16.595178604126 22.2647705078125 12.5287981033325 14.0362749099731 53244.90625 48122.5 32.507999420166 39.2155342102051 16.8579998016357 0 0 4 0.681840658187866 2.97262072563171 16.3274974822998 22.0071620941162 14.0362749099731 15.1729688644409 53244.90625 48122.5 0
3 1 20 0 0 0 0.2 0 0 0 0 2 0 3 0 0 1 0 1 0 0 0 0 0 0 38.25433 23.78543 17.3570003509522 47.088077545166 5.95699977874756 0 0 0 0.124261401593685 1.049675822258 8.12197017669678 15.0340414047241 192.804260253906 196.699325561523 37206.0390625 33374.50390625 14.907000541687 57.9700965881348 6.70699977874756 0 0 1 0.038689699023962 0.713283121585846 6.13057899475098 13.9798707962036 183.366394042969 191.888641357422 37206.0390625 33374.50390625 0
3 1 20 0 2 0 0 0 0 0 0 34 0 10 0 0 17 0 5 0 0 0 0 0 0 38.25433 23.78543 22.0570011138916 42.7362823486328 8.80700016021729 0 0 8 0.409775406122208 1.51995384693146 14.4404430389404 20.1728534698486 175.710922241211 177.954635620117 38774.76171875 34502.96875 16.0069999694824 64.0330810546875 9.20700073242188 0 2 72 0.0164652075618506 0.654885530471802 6.0346999168396 14.7599992752075 162.645889282227 167.319625854492 38774.76171875 34502.96875 0
3 1 30 0.02 0 0 0 0 0 0 0 8 0 0 0 0 2 0 0 0 0 0 0 0 0 38.25433 23.78543 28.5570011138916 23.7300472259522 5.85699987411499 0 1 36 0.564780294895172 2.9783730506897 5.62337970733643 6.63807201385498 129.805526733398 130.601211547852 47843.27734375 42754.1796875 25.3070011138916 33.5133018493652 8.10700035095215 0 3 96 0.178225100040436 2.14555788040161 6.48999214172363 9.38765144348145 146.309906005859 147.528823852539 47843.27734375 42754.1796875 0
3 1 30 0.01 0 0 0 0 0 0 0 10 0 0 0 0 4 0 0 0 0 0 0 0 0 38.15068 23.75288 10.9715003967285 72.0177764892578 6.12150001525879 0 2 52 0.0363696478307247 0.367224931716919 17.7279434204102 30.455659866333 29.1675205230713 32.9386978149414 48372.57421875 45225.265625 12.0714998245239 50.767765045166 2.17150020599365 0 2 57 0.231135874986649 0.694841027259827 21.8179016113281 31.0373439788818 37.6263008117676 37.9333305358887 48372.57421875 45225.265625 0
3 1 30 0.5 0 0 0 0 0 0 0 10 0 0 0 0 4 0 0 0 0 0 0 0 0 39 22 8.14449977874756 64.4857482910156 1.84450006484985 0 0 16 0.0247350037097931 0.385545194149017 10.182336807251 17.6105880737305 44.9998970031738 49.1447143554688 48523.203125 45336.83203125 10.6444997787476 57.0936470031738 2.49450016021729 0 2 69 0.179971501231194 0.551006674766541 12.5999984741211 17.7863311767578 53.1300201416016 54.0577926635742 48523.203125 45336.83203125 0
3 1 30 0 0.02 0 0 0 0 0 0 7 0 0 0 0 2 0 0 0 0 0 0 0 0 38.15068 23.75288 10.5714998245239 69.9746780395508 5.32149982452393 0 0 3 0.0164721664041281 0.383706331253052 8.82550811767578 20.721118927002 258.231719970703 262.010772705078 48771.8125 45594.98828125 10.2714996337891 72.1355667114258 5.47149991989136 0 0 18 0.0123879406601191 0.349041640758514 8.31124496459961 19.8392353057861 252.349792480469 258.486206054688 48771.8125 45594.98828125 0
3 1 40 0.2 0 0 0 0 0 0 0 4 0 10 0 0 3 0 0 0 0 0 0 0 0 38.25433 23.78543 23.9069995880127 43.6879959106445 10.8070001602173 0 0 8 0.0737772956490517 1.67133378982544 9.0071964263916 17.2800006866455 267.709442138672 270 53318.7109375 48289.36328125 22.0570011138916 50.6803398132324 11.3570003509522 0 0 0 0.0598754063248634 1.30893898010254 9.11447143554688 18.4163837432861 260.909790039063 265.515472412109 53318.7109375 48289.36328125 0
3 1 40 0 1 0 0 0 0 0 0 6 0 8 0 0 4 0 0 0 0 0 0 0 0 38.25433 23.78543 24.5570011138916 59.5252113342285 16.1569995880127 0 0 10 0.000632253766525537 1.2485431432724 2.27683973312378 5.2416787147522 341.56494140625 344.054534912109 53299.40234375 47807.58984375 23.6569995880127 64.2450942993164 16.5069999694824 0 0 17 0.0100182769820094 1.04502308368683 4.02492237091065 6.83051919937134 333.435028076172 341.56494140625 53299.40234375 47807.58984375 1
