@Relation urban_new_2020_fold6_train

@ATTRIBUTE f1_minas          NUMERIC  % Μήνας (1-12)
@ATTRIBUTE f2_epochi         NUMERIC  % Εποχή (1=Χειμ 2=Άνοιξ 3=Καλοκ 4=Φθιν)
@ATTRIBUTE f3_ora            NUMERIC  % Ώρα ημέρας (0-23)
@ATTRIBUTE f4_mera_nyxta     NUMERIC  % Μέρα=1 Νύχτα=0
@ATTRIBUTE f5_imera_evdom    NUMERIC  % Ημέρα εβδομάδας (0=Δευτ 6=Κυρ)
@ATTRIBUTE f6_savvatokyriako NUMERIC  % Σαββ/κο=1 Καθημ=0
@ATTRIBUTE f7_trimino        NUMERIC  % Τρίμηνο (1-4)
@ATTRIBUTE f8_nomos          NUMERIC  % Κωδικός Νομού
@ATTRIBUTE f9_typos_xorou    NUMERIC  % Κωδικός τύπου χώρου
@ATTRIBUTE class             {8,9,11} % 8=Μεγάλη 9=Μεσαία 11=Μικρή

@DATA
1,1,11,1,3,0,1,5,98,11
1,1,12,1,3,0,1,5,89,11
2,1,13,1,5,1,1,5,89,11
2,1,19,1,0,0,1,5,89,11
2,1,18,1,6,1,1,5,89,11
2,1,13,1,3,0,1,5,89,11
2,1,17,1,4,0,1,5,89,11
2,1,21,0,4,0,1,5,98,11
2,1,11,1,5,1,1,5,89,11
3,2,21,0,6,1,1,5,98,11
3,2,12,1,1,0,1,5,89,11
3,2,16,1,3,0,1,5,89,11
3,2,2,0,5,1,1,5,89,11
3,2,11,1,5,1,1,5,3,11
3,2,11,1,5,1,1,5,98,11
3,2,18,1,5,1,1,5,98,11
3,2,16,1,6,1,1,5,98,11
3,2,10,1,3,0,1,5,89,11
4,2,15,1,3,0,2,5,86,11
4,2,15,1,5,1,2,5,3,11
5,2,8,1,4,0,2,5,89,11
5,2,14,1,6,1,2,5,89,11
7,3,20,1,6,1,3,5,65,11
7,3,22,0,0,0,3,5,47,11
8,3,0,0,6,1,3,5,89,11
8,3,19,1,5,1,3,5,75,11
9,4,22,0,6,1,3,5,98,11
10,4,17,1,5,1,4,5,89,11
11,4,17,1,0,0,4,5,98,11
11,4,15,1,2,0,4,5,98,9
11,4,11,1,3,0,4,5,89,11
11,4,22,0,4,0,4,5,98,11
11,4,12,1,5,1,4,5,89,11
11,4,12,1,0,0,4,5,89,11
11,4,12,1,1,0,4,5,89,11
11,4,12,1,5,1,4,5,89,11
11,4,10,1,5,1,4,5,89,11
11,4,13,1,0,0,4,5,89,11
11,4,18,1,1,0,4,5,89,11
