11
1090
2 1 3 1 1 3 1 0 0 0 0 11
2 1 10 3 2 6 1 0 0 0 0 11
2 1 10 3 3 9 1 0 0 0 0 9
4 1 1 4 2 5 1 0 0 0 0 11
4 1 3 1 2 5 1 0 0 0 0 11
4 1 10 3 2 6 1 0 0 0 0 11
4 1 11 3 1 3 1 0 0 0 0 11
4 1 11 3 2 7 1 0 0 0 0 11
4 1 12 4 2 6 1 0 0 0 0 11
4 1 12 4 2 7 1 0 0 0 0 11
6 1 1 4 2 6 1 0 0 0 0 11
6 1 1 4 2 8 1 0 0 0 0 11
6 1 1 4 2 6 1 0 0 0 0 11
6 1 2 4 1 2 1 0 0 0 0 9
6 1 2 4 1 3 1 0 0 0 0 11
6 1 2 4 1 2 1 0 0 0 0 11
6 1 3 1 2 6 1 0 0 0 0 9
6 1 3 1 2 5 1 0 0 0 0 9
6 1 3 1 3 11 1 0 0 0 0 11
6 1 3 1 3 10 1 0 0 0 0 11
6 1 3 1 2 6 1 0 0 0 0 8
6 1 4 1 2 7 1 0 0 0 0 11
6 1 4 1 2 8 1 0 0 0 0 11
6 1 4 1 3 7 1 0 0 0 0 11
6 1 5 1 2 8 1 0 0 0 0 11
6 1 6 2 2 7 1 0 0 0 0 11
6 1 6 2 3 9 1 0 0 0 0 11
6 1 7 2 5 13 1 0 0 0 0 11
6 1 7 2 3 7 1 0 0 0 0 11
6 1 9 3 2 8 1 0 0 0 0 11
6 1 10 3 2 6 1 0 0 0 0 11
6 1 10 3 2 6 1 0 0 0 0 11
6 1 10 3 2 8 1 0 0 0 0 11
6 1 11 3 1 3 1 0 0 0 0 9
6 1 12 4 2 6 1 0 0 0 0 11
6 1 12 4 1 2 1 0 0 0 0 11
6 1 12 4 2 6 1 0 0 0 0 9
7 1 2 4 2 7 1 0 0 0 0 8
7 1 3 1 3 8 1 0 0 0 0 8
7 1 4 1 1 5 1 0 0 0 0 11
7 1 4 1 1 4 1 0 0 0 0 11
7 1 11 3 3 9 1 0 0 0 0 11
8 1 2 4 2 6 1 0 0 0 0 11
8 1 2 4 1 2 1 0 0 0 0 11
8 1 9 3 3 8 1 0 0 0 0 9
8 1 11 3 2 7 1 0 0 0 0 11
8 1 12 4 2 7 1 0 0 0 0 11
9 1 3 1 3 11 1 0 0 0 0 11
9 1 3 1 1 3 1 0 0 0 0 11
9 1 3 1 4 10 1 0 0 0 0 9
9 1 3 1 1 2 1 0 0 0 0 11
9 1 4 1 2 6 1 0 0 0 0 11
9 1 4 1 1 3 1 0 0 0 0 11
9 1 5 1 1 3 1 0 0 0 0 11
9 1 5 1 3 8 1 0 0 0 0 11
9 1 5 1 1 3 1 0 0 0 0 11
9 1 6 2 1 3 1 0 0 0 0 11
9 1 7 2 1 2 1 0 0 0 0 11
9 1 8 2 2 6 1 0 0 0 0 11
9 1 8 2 3 9 1 0 0 0 0 11
9 1 11 3 3 9 1 0 0 0 0 11
9 1 11 3 2 6 1 0 0 0 0 11
9 1 12 4 1 3 1 0 0 0 0 11
11 1 3 1 2 6 1 0 0 0 0 11
11 1 3 1 2 5 1 0 0 0 0 11
12 1 2 4 2 4 1 0 0 0 0 11
12 1 2 4 2 4 1 0 0 0 0 11
12 1 4 1 2 4 1 0 0 0 0 11
12 1 7 2 2 4 1 0 0 0 0 11
12 1 7 2 1 2 1 0 0 0 0 11
12 1 7 2 1 4 1 0 0 0 0 11
12 1 8 2 5 12 1 0 0 0 0 9
12 1 8 2 2 4 1 0 0 0 0 11
12 1 9 3 2 5 1 0 0 0 0 11
12 1 10 3 1 4 1 0 0 0 0 11
12 1 10 3 5 12 1 0 0 0 0 8
12 1 11 3 2 4 1 0 0 0 0 11
12 1 11 3 4 8 1 0 0 0 0 11
12 1 11 3 1 2 1 0 0 0 0 11
12 1 11 3 2 4 1 0 0 0 0 9
12 1 11 3 1 2 1 0 0 0 0 11
12 1 11 3 2 5 1 0 0 0 0 11
13 1 2 4 1 3 1 0 0 0 0 11
13 1 5 1 1 3 1 0 0 0 0 11
13 1 5 1 1 2 1 0 0 0 0 11
13 1 7 2 2 6 1 0 0 0 0 8
14 1 3 1 5 11 1 0 0 0 0 11
14 1 4 1 1 2 1 0 0 0 0 11
14 1 4 1 1 3 1 0 0 0 0 11
14 1 6 2 1 3 1 0 0 0 0 11
14 1 10 3 2 6 1 0 0 0 0 11
14 1 11 3 2 6 1 0 0 0 0 11
15 1 2 4 1 2 1 0 0 0 0 11
